1.286,1.0972,1.2268,1.208,0.9736,0.9488,0.8496,1.2356,1.2284,1.034,0.9128,0.8768,1.25,1.4084,0.874,0.9244,1.2068,1.1592,1.3004,1.244,1.2556,1.3968,1.3264,0.7892,0.8568,0.982,0.9128,0.9448,0.7588,0.7316,0.7012,0.9344,1.4084,1.538,1.2368,1.3048,0.766,1.0324,1.0108,1.0712,1.0612,0.9908,0.9808,0.9964,1.1132,0.9128,0.972,0.9216,0.766,1.0568,0.8728,0.9028,0.756,0.998,0.9,0.9272,0.7792,0.6392,1.0252,0.88,0.9748,1.4848,1.24,1.342,1.4284,1.244,1.1896,1.456
1.2096,1.1348,1.2544,1.224,1.0052,0.9704,0.9332,1.2744,1.2284,1.0064,0.8872,0.7632,1.2932,1.3536,0.9172,1.0108,1.178,1.1736,1.2656,1.2484,1.2772,1.1348,1.2788,0.7676,0.8452,0.9704,0.9216,0.956,0.72,0.73,0.704,0.9416,1.404,1.4544,1.2528,1.3824,0.7904,1.0384,0.9072,1.0124,0.9416,0.9404,0.8696,0.9188,1.064,0.92,0.9044,0.9232,0.7804,1.0568,0.9808,1.09,0.9304,0.9936,0.8756,0.9548,0.7976,0.7288,1.028,0.9864,1.0512,1.3492,1.1896,1.152,1.2572,1.1936,1.1448,1.4528
1.3132,1.1348,1.2484,1.3336,1.1232,0.9504,0.8784,1.1852,1.204,0.9548,0.9376,0.772,1.558,1.6344,0.8912,0.9532,1.2184,1.1608,1.2832,1.2428,1.2988,1.1432,1.1608,0.844,0.8408,0.9792,0.9128,1.034,0.7228,0.7144,0.7328,0.9304,1.3996,1.4128,1.2472,1.4472,0.8264,1.0152,0.9304,1.0008,0.9388,0.8984,0.8784,0.916,1.0612,0.9576,0.9432,0.9016,0.7472,0.9664,0.8048,0.956,0.9116,1.0484,0.8296,0.9632,0.8408,0.7616,1.0512,0.9864,1.1304,1.3636,1.208,1.1476,1.28,1.1548,1.1836,1.3304
1.3192,1.1504,1.306,1.3364,1.0988,1.0772,0.936,1.1752,1.1592,0.936,0.8064,0.6912,1.3292,1.414,0.8872,0.9332,1.198,1.1664,1.3304,1.2628,1.2788,1.1576,1.136,0.8944,0.8208,0.9648,0.9028,1.0208,0.7156,0.7344,0.7516,1.0208,1.4976,1.4992,1.2356,1.3796,0.7732,1.0324,0.884,0.998,0.956,0.9016,0.8424,0.9088,1.054,0.9272,0.89,0.8368,0.684,0.8568,0.7432,0.818,0.7012,1.0368,0.776,0.8812,0.7948,0.746,1.0064,0.9864,1.0568,1.348,1.2112,1.152,1.234,1.1476,1.132,1.276
1.2312,1.1476,1.2512,1.3016,1.1032,1.0168,0.8696,1.1764,1.1764,0.916,0.8308,0.7128,1.2728,1.3752,0.812,0.952,1.1536,1.1,1.2872,1.2368,1.2544,1.1492,1.2096,0.7948,0.844,0.982,1.044,1.0368,0.71,0.7288,0.7028,0.972,1.5208,1.5624,1.2196,1.2872,0.7804,1.0296,0.8944,0.9576,0.9548,0.91,0.8756,0.8684,1.018,0.9072,0.8496,0.772,0.6752,0.8192,0.72,0.802,0.7128,0.89,0.7388,0.818,0.6956,0.5832,0.9288,0.9736,1.0208,1.3232,1.1968,1.1648,1.224,1.234,1.1492,1.3824
1.2556,1.1432,1.2572,1.2124,0.9532,1.0784,0.9144,1.168,1.1072,0.9748,0.8008,0.6752,1.224,1.3048,0.808,0.9016,1.1116,1.1144,1.4068,1.368,1.3176,1.136,1.1908,0.776,0.8552,0.9488,0.982,1.018,0.7388,0.7344,0.6968,0.92,1.4024,1.456,1.2584,1.27,0.8624,1.0728,0.8712,0.9908,0.946,0.9072,0.88,0.8928,1.0384,0.9332,0.9088,0.7632,0.6712,0.8208,0.6984,0.8252,0.6884,0.8872,0.71,0.8552,0.6968,0.6236,0.9304,0.89,1.0772,1.44,1.204,1.1896,1.2584,1.2672,1.2184,1.3924
1.2384,1.1348,1.2412,1.24,0.9648,1.07,0.8624,1.168,1.1304,0.9188,0.844,0.6192,1.2456,1.3076,1.0008,1.0512,1.0772,1.0972,1.2628,1.2024,1.2412,1.1248,1.1968,0.802,0.8712,0.9476,0.9676,1.0252,0.7216,0.7228,0.7156,0.9232,1.4068,1.388,1.3376,1.4128,0.9016,1.1,0.8944,0.9548,0.9416,0.9016,0.8612,0.8912,0.9344,0.916,0.9016,0.7648,0.6536,0.8368,0.694,0.8008,0.6912,0.8972,0.7056,1.0496,0.8872,0.6148,0.936,0.9028,1.152,1.4384,1.3076,1.3736,1.3192,1.2944,1.2024,1.4344
1.1764,1.1116,1.142,1.2196,0.9632,1.0756,0.9232,1.2052,1.0856,0.9304,0.8352,0.628,1.2268,1.3088,0.9332,0.9864,1.126,1.0512,1.204,1.1564,1.1464,1.1276,1.2052,0.7792,0.8308,0.982,0.9244,1.0728,0.6968,0.7228,0.6796,1.0512,1.4816,1.4992,1.2728,1.3896,0.9376,1.1072,0.8912,0.9448,0.9332,0.89,0.8452,0.8684,0.9028,0.89,0.9172,0.8756,0.674,0.8236,0.6968,0.8008,0.6824,0.8856,0.7288,0.8912,0.7288,0.7056,0.9332,0.8972,1.0568,1.4428,1.3264,1.2556,1.352,1.3276,1.358,1.4168
1.0988,1.0224,1.1824,1.3248,1.0008,1.0324,0.8656,1.1852,1.1204,0.9216,0.7976,0.6308,1.2512,1.2728,0.8512,0.9632,1.1492,1.07,1.2616,1.234,1.2368,1.1692,1.1476,0.782,0.8308,0.9836,0.9144,1.0568,0.7144,0.7256,0.6768,1.0568,1.5064,1.5768,1.2788,1.3852,0.8336,1.2412,1.0124,1.0108,0.9764,0.9892,0.884,0.8756,1.0412,0.8264,0.884,0.8696,0.6408,0.8336,0.6784,0.828,0.6928,0.88,0.7228,0.8424,0.6896,0.7172,0.92,0.8944,1.008,1.4184,1.3248,1.27,1.358,1.2628,1.3436,1.2744
1.096,0.9488,1.1276,1.2512,1.0628,0.9128,0.9044,1.2888,1.1592,0.9272,0.9116,0.6464,1.2656,1.3088,0.8308,0.8912,1.096,1.0656,1.1864,1.1752,1.1936,1.0528,1.1116,0.802,0.8524,0.952,1.126,1.0324,0.7128,0.7416,0.6812,1.0712,1.4672,1.5076,1.2412,1.2716,0.828,1.0872,0.972,1.2328,1.0352,1.0136,0.9952,0.9736,1.0728,0.8712,0.7948,0.838,0.684,0.8368,0.6752,0.818,0.694,0.8828,0.6968,0.8296,0.6868,0.6176,0.9576,0.8728,0.998,1.3076,1.2844,1.244,1.306,1.1504,1.1576,1.2832
1.0744,0.9848,1.1736,1.208,1.0024,0.8928,0.8828,1.1952,1.0712,0.9344,0.8828,0.7616,1.3016,1.45,0.8856,0.962,1.1664,1.1576,1.2296,1.162,1.162,1.09,1.1348,0.7688,0.8396,0.952,1.0368,1.0484,0.704,0.74,0.7272,1.0136,1.3608,1.3852,1.3176,1.3192,0.8712,1.1392,0.916,1.018,0.992,0.9376,0.9016,0.9776,0.92,0.8656,0.8048,0.8164,0.7184,0.8224,0.684,0.828,0.6668,0.874,0.7272,0.8408,0.7028,0.6292,1.1016,1.0108,0.982,1.286,1.1564,1.1908,1.214,1.142,1.1708,1.2644
1.1132,0.9848,1.1116,1.2096,0.9592,0.8728,0.864,1.2916,1.0988,0.9476,0.8756,0.6824,1.2312,1.2544,0.8252,0.8812,1.0756,1.1104,1.2916,1.2644,1.2384,1.1492,1.1404,0.792,0.8828,0.962,0.9764,1.0312,0.7156,0.736,0.72,1.1576,1.3852,1.394,1.3048,1.3624,0.8596,1.1332,0.8984,1.0656,1.1692,1.1692,1.1304,0.9776,0.9532,0.8696,0.8092,0.8452,0.6912,0.838,0.6984,0.8308,0.6868,0.8624,0.756,0.8008,0.7,0.6176,1.028,0.9532,1.0352,1.2772,1.1432,1.1824,1.24,1.1576,1.1504,1.306
1.1692,1.044,1.1032,1.2728,0.9936,0.8828,0.92,1.2932,1.2052,0.9676,1.0052,0.7704,1.3464,1.348,0.8684,0.9432,1.1392,1.2556,1.3448,1.3204,1.28,1.26,1.1708,0.7948,0.9016,0.9504,0.9604,1.0208,0.7244,0.8048,0.7472,0.992,1.3808,1.4344,1.3724,1.4672,0.776,1.0484,0.9592,1.0052,1.0972,1.0856,1.0384,0.956,0.926,0.8624,0.8092,0.8728,0.6868,0.8352,0.6912,0.8224,0.7472,0.8784,0.7472,0.8668,0.7288,0.622,0.9332,0.8728,0.998,1.2872,1.1248,1.2224,1.2356,1.26,1.1908,1.2572
1.188,1.0196,1.2096,1.342,1.0136,0.8668,0.9332,1.3464,1.2556,0.9808,1.0568,0.9288,1.3336,1.3696,0.9908,1.0096,1.2052,1.2628,1.3896,1.316,1.3304,1.1708,1.2124,0.8552,0.9232,0.9128,0.9692,1.0628,0.9476,0.9692,0.9144,0.9848,1.4428,1.5264,1.2872,1.3664,0.848,1.0368,1.034,0.9892,1.0252,0.9216,0.864,0.9072,0.916,0.8624,0.88,0.9736,0.7172,0.8784,0.7516,0.8324,0.7244,0.9144,0.8108,0.9028,0.7488,0.6624,0.9532,0.9,0.9448,1.4184,1.3032,1.2656,1.3204,1.1448,1.168,1.1852
1.1348,0.9964,1.2256,1.2312,1.1088,0.9116,0.8956,1.3016,1.1908,1.0252,1.0468,1.028,1.2832,1.3248,0.9792,1.0252,1.188,1.24,1.322,1.26,1.3176,1.1692,1.2656,1.0512,0.9808,1.0124,1.0208,1.1104,1.0352,1.0168,0.9704,1.0856,1.5552,1.6184,1.2988,1.3508,0.7864,1.0424,1.044,0.9532,1.0168,0.8956,0.844,0.9028,1.018,0.8668,1.008,1.1836,0.946,1.0096,0.8568,0.8712,0.7964,0.9272,0.9736,1.1288,0.9188,0.7732,1.0396,0.92,1.0052,1.4184,1.286,1.172,1.2212,1.1392,1.1432,1.198
1.2256,1.0368,1.1968,1.25,1.0928,0.9964,0.9892,1.4184,1.1836,1.0108,1.1044,1.1836,1.368,1.296,0.9504,0.9892,1.2672,1.1864,1.296,1.2528,1.2888,1.3048,1.2412,0.998,1.126,1.1432,0.9632,1.0856,0.9648,1.0124,0.9604,1.0944,1.7152,1.6864,1.2656,1.2512,0.8324,1.0684,1.1736,1.0296,1.0124,0.9404,0.9216,0.9016,1.0096,0.8656,1.1504,1.3436,1.054,1.224,1.0856,1.1132,0.9604,1.0856,1.1968,1.286,1.1896,1.0816,1.1548,1.07,1.1952,1.3608,1.1968,1.27,1.2872,1.1216,1.1376,1.1996
1.306,1.0728,1.2112,1.3292,1.0384,0.9864,1.0784,1.3952,1.2196,1.0008,1.1132,1.4084,1.3912,1.3176,0.9992,0.9404,1.2544,1.2024,1.3376,1.24,1.3148,0.9648,1.4084,1.2184,1.028,0.992,0.9388,1.034,1.08,1.1088,1.044,0.9936,1.5076,1.5264,1.2716,1.24,0.9632,0.9992,1.044,1.1032,1.0136,0.9532,1.0008,0.9648,1.0252,0.8512,1.3564,1.316,1.1576,1.4128,1.2008,1.2616,0.9416,1.06,1.286,1.2788,1.1536,1.1304,1.0944,0.9764,1.0168,1.384,1.1476,1.3292,1.3232,1.1824,1.1248,1.3768
1.2916,1.0872,1.352,1.3652,1.204,0.992,1.1824,1.358,1.3204,1.1,1.0568,1.4184,1.4416,1.312,0.926,0.926,1.2932,1.2024,1.312,1.2484,1.3032,0.8152,1.3132,1.2296,0.9776,1.0096,0.962,1.0656,1.1304,1.1564,1.08,1.0036,1.4372,1.4472,1.322,1.3016,0.9892,1.2312,1.0224,1.1132,1.0972,0.9736,0.9952,1.0672,1.008,1.0424,1.5092,1.2728,1.1764,1.4776,1.332,1.4688,1.1188,1.008,1.2788,1.4272,1.1432,1.2976,1.0944,0.9792,1.0772,1.5136,1.42,1.3592,1.3736,1.2716,1.2744,1.5392
1.404,1.1968,1.4096,1.3996,1.2672,1.0888,0.988,1.3552,1.3348,1.0816,1.0456,1.3912,1.6992,1.4644,0.972,0.8884,1.394,1.2616,1.352,1.276,1.3004,0.7704,1.2368,1.2744,0.962,1.1808,0.9592,1.064,1.152,1.198,1.0784,1.0324,1.4372,1.4588,1.3536,1.3708,0.9404,1.2916,0.9892,1.1204,1.0468,0.9304,1.0064,1.0988,0.9992,0.9232,1.3436,1.3492,1.1952,1.2932,1.2484,1.44,1.3624,1.024,1.502,1.4084,1.4428,1.352,1.0928,0.9992,1.1692,1.492,1.286,1.3132,1.306,1.2944,1.2472,1.3996
1.3996,1.188,1.404,1.3592,1.2616,1.1304,0.9448,1.388,1.2872,1.2296,1.0988,1.3708,1.4228,1.2184,0.956,0.926,1.234,1.224,1.4056,1.3204,1.4272,0.7184,1.234,1.2068,0.9188,1.162,0.9664,1.034,1.1896,1.2556,1.1392,0.9936,1.414,1.44,1.3204,1.3464,0.8468,1.0784,0.9808,1.1896,1.0988,1.0352,1.0456,1.1348,0.9604,1.0064,1.3708,1.3868,1.2024,1.312,1.3996,1.4888,1.2976,1.2096,1.3492,1.4428,1.5292,1.4488,1.1088,1.0412,1.2112,1.5032,1.2616,1.3376,1.316,1.3004,1.2456,1.4084
1.3752,1.1908,1.4184,1.3912,1.2832,1.0528,1.0064,1.3552,1.2224,1.136,1.2976,1.4024,1.4428,1.2888,0.9432,0.9332,1.3448,1.214,1.3536,1.2168,1.322,0.4608,1.2472,1.1708,0.9416,1.0568,0.9488,1.0456,1.208,1.2728,1.214,1.0628,1.486,1.3912,1.2688,1.3204,0.89,1.0396,1.034,1.1968,1.136,1.0828,1.1936,1.2268,0.9144,1.1016,1.4372,1.4384,1.234,1.3564,1.368,1.4632,1.3924,1.1708,1.3736,1.4544,1.702,1.4256,1.1088,1.0856,1.1548,1.5424,1.2772,1.4384,1.3796,1.3032,1.214,1.4184
1.3408,1.1332,1.3464,1.4156,1.2472,1.0424,1.034,1.4328,1.24,1.2212,1.3004,1.4084,1.5236,1.3492,1.054,1.054,1.3264,1.2976,1.4516,1.3724,1.3564,0.01,1.2616,1.142,0.9648,1.1144,0.9388,1.064,1.208,1.3348,1.4588,1.1576,1.538,1.4416,1.25,1.3048,0.8684,1.044,1.1216,1.1332,1.1504,1.08,1.1896,1.2572,0.9188,1.0656,1.4904,1.394,1.1764,1.27,1.3552,1.4716,1.312,1.244,1.4644,1.3952,1.7208,1.2124,1.08,1.1216,1.1404,1.5624,1.276,1.3808,1.3364,1.3408,1.1808,1.4416
