0.6968,0.9792,0.7128,1.0972,1.0844,0.8296,1.0096,1.348,1.0972,1.2728,1.2628,0.9056,1.2268,1.4688,1.4804,0.7748,1.208,1.0816,1.4616,1.4256,1.0456,1.5464,1.774,1.502,1.3492,1.4572,1.054,0.73,1.162,1.3996,1.2124,1.142,1.0008,1.3608,1.3696,1.8188,1.6328,0.956,1.5092,1.81,1.4212,1.4056,1.2672,1.1288,1.2988,1.4416,1.2988,1.1968,1.0424,1.738,1.2312,1.3004,1.3492,1.2816,1.276,1.2312,1.1896,1.5032,1.1648,1.0916,1.1088,1.168,1.6792,1.6288,1.316,1.1864,0.9748,1.2744,1.1016,1.4932,1.332,1.2932,1.4632,1.044,0.8236,1.204,1.0384,1.0528,1.3176,1.3176,1.162,1.0036,0.92,0.9704,1.0008,1.1824,0.9704,0.9128,1.1576,1.2484,1.404,1.0512,1.2096,1.0744,1.3392,1.3232,1.1044,1.0556,1.0396,0.9332,1.1116,1.1044
0.8252,0.916,0.74,1.1492,1.07,0.7432,0.88,1.2772,1.09,1.1708,1.2484,0.8108,1.208,1.3952,1.4632,0.7948,1.2284,1.0612,1.3508,1.4472,1.1248,1.522,1.81,1.4788,1.3968,1.4228,1.0036,0.8008,1.1376,1.4228,1.2224,1.1448,0.9908,1.3032,1.28,1.9196,1.6976,0.8872,1.5176,1.79,1.3492,1.3852,1.2384,1.0916,1.2976,1.4384,1.26,1.2168,1.0136,1.6184,1.2328,1.3132,1.3448,1.1936,1.2644,1.172,1.0612,1.522,1.224,1.1132,1.08,1.0916,1.4704,1.6516,1.3304,1.2112,0.9776,1.3492,1.0888,1.4788,1.26,1.3304,1.4356,1.0856,0.916,1.26,0.9964,0.9704,1.3032,1.208,1.0844,0.9936,0.936,1.0412,1.0096,1.1448,0.956,0.962,1.0656,1.1648,1.3696,1.0772,1.3276,1.0744,1.368,1.3896,1.106,1.044,1.034,0.8784,1.0972,1.1044
0.7704,0.952,0.7472,1.096,0.9304,0.7128,0.8352,1.2268,1.0744,1.1504,1.1996,0.8712,1.2024,1.2944,1.5796,0.74,1.1032,1.09,1.3768,1.4428,0.998,1.4816,1.8056,1.3608,1.394,1.3952,0.988,0.7256,1.136,1.4096,1.1504,1.1276,0.9232,1.26,1.2096,1.8172,1.6488,0.8612,1.4168,1.784,1.2988,1.3724,1.2268,1.1608,1.3304,1.4704,1.3088,1.2052,0.9704,1.5176,1.2544,1.3492,1.3004,1.1708,1.2656,1.2544,1.0484,1.4932,1.1824,1.1376,0.9676,1.1072,1.3564,1.4384,1.136,1.064,0.8552,1.3248,1.1276,1.5724,1.2456,1.3868,1.5032,1.0528,0.88,1.2672,1.07,0.9532,1.2328,1.0928,1.0152,1.1608,1.0352,1.2744,1.3076,1.5796,1.1348,1.1188,1.1376,1.3304,1.4284,1.0972,1.2428,1.096,1.3796,1.3996,1.132,1.044,1.0296,0.8872,1.106,1.09
0.7832,0.9736,0.6192,1.0384,0.9172,0.7588,0.7832,1.152,1.0468,1.1464,1.152,0.812,1.2512,1.3248,1.4992,0.7864,1.09,0.9936,1.2788,1.4716,0.9764,1.4588,1.7596,1.3968,1.3248,1.532,0.9936,0.7256,1.1248,1.348,1.0744,1.0684,0.8668,1.2052,1.2328,1.9252,1.5696,0.8236,1.3996,1.8088,1.3076,1.3552,1.2328,1.244,1.3292,1.4416,1.26,1.3104,0.9604,1.5004,1.2412,1.3088,1.3132,1.162,1.2616,1.1592,1.0252,1.4024,1.09,1.0672,0.9604,1.0744,1.3536,1.4184,1.1016,0.9748,0.818,1.1792,1.162,1.584,1.2672,1.4672,1.604,1.1332,0.88,1.2788,1.1188,1.0756,1.2384,1.08,0.9664,1.126,0.9936,1.126,1.07,1.3464,1.0628,0.9936,1.0844,1.2068,1.5812,1.312,1.3968,1.2556,1.394,1.3176,1.1376,1.064,1.1476,0.9044,1.0988,1.08
0.7576,0.9664,0.5904,1.0152,0.8984,0.7832,0.7472,1.1592,1.064,1.204,1.2284,0.7676,1.3016,1.3464,1.4012,0.8728,1.08,0.998,1.2616,1.4112,0.9448,1.3824,1.748,1.3032,1.3176,1.7224,0.998,0.7216,1.116,1.3492,1.0556,1.1088,0.8596,1.1608,1.2168,1.852,1.512,0.7976,1.456,1.7712,1.3192,1.348,1.2196,1.096,1.322,1.4272,1.2716,1.4444,0.962,1.4672,1.3276,1.4096,1.404,1.2096,1.2052,1.1504,1.0396,1.3752,1.08,0.9748,1.0196,1.044,1.3448,1.45,1.1188,0.9776,0.7776,1.1736,1.0252,1.4256,1.1936,1.3048,1.5292,1.0168,0.7992,1.1504,1.0756,1.0872,1.2584,1.1404,0.982,1.044,0.982,1.168,1.0252,1.1924,1.0744,0.9676,1.1232,1.2312,1.466,1.2816,1.3276,1.3148,1.5292,1.4804,1.3088,1.0744,1.0468,0.9172,1.1576,1.142
0.7848,0.9056,0.5416,0.9592,0.936,0.7904,0.8208,1.136,1.106,1.224,1.1996,0.756,1.2832,1.394,1.4428,0.848,1.1952,0.9776,1.26,1.3204,0.9648,1.368,1.64,1.2888,1.322,1.5968,0.9416,0.7388,1.0568,1.2916,1.1032,1.0784,0.8828,1.1952,1.234,1.8172,1.5092,0.7604,1.3984,1.7524,1.358,1.5092,1.2196,1.0628,1.2816,1.3952,1.2328,1.2472,0.956,1.4112,1.2672,1.2644,1.3032,1.1592,1.2112,1.1664,1.0196,1.3176,1.0628,1.0396,1.0456,1.0856,1.4372,1.4084,1.0468,1.0728,0.7128,1.1248,1.0484,1.3968,1.1288,1.3176,1.4256,0.9532,0.8008,1.1968,0.9592,0.9736,1.2368,1.1216,1.028,1.0352,0.9836,1.096,1.0556,1.2816,1.1216,1.0368,1.1072,1.3636,1.5292,1.2512,1.3564,1.3016,1.584,1.5824,1.3408,1.2284,1.1564,1.1032,1.2832,1.286
0.8108,0.9216,0.6236,1.0352,0.9952,0.782,0.8352,1.2168,1.1176,1.224,1.26,0.7848,1.3204,1.4272,1.4256,0.8368,1.2412,0.982,1.2068,1.2772,0.8928,1.3624,1.6256,1.244,1.322,1.5076,0.8928,0.736,1.0312,1.306,1.06,1.0756,0.8928,1.2168,1.2512,1.8304,1.5032,0.7832,1.3724,1.672,1.3248,1.4356,1.2328,1.1032,1.2296,1.4012,1.3088,1.1824,0.9044,1.4024,1.26,1.2068,1.2484,1.3336,1.3808,1.198,1.0124,1.3076,1.0944,1.0584,1.0136,1.1276,1.5896,1.3824,0.9388,1.0728,0.7388,1.1492,1.0424,1.3724,1.0928,1.2872,1.3448,0.9376,0.7948,1.1564,0.9736,0.936,1.2096,1.1072,0.9848,1.096,1.0456,1.152,1.0368,1.2744,1.3336,0.998,1.0656,1.172,1.4488,1.188,1.2212,1.1576,1.352,1.3464,1.2224,1.0528,1.0008,0.9376,1.0672,1.1608
0.7444,1.0064,0.7156,1.1764,1.0268,0.8468,0.818,1.3104,1.198,1.3048,1.3536,0.8064,1.2976,1.3592,1.538,0.8512,1.2256,1.07,1.2772,1.388,0.9648,1.4056,1.6648,1.384,1.358,1.5136,0.8656,0.7372,1.0252,1.2716,1.0612,1.1072,0.926,1.1936,1.2296,1.7884,1.5048,0.8036,1.4444,1.7136,1.3624,1.3536,1.2368,1.0756,1.2212,1.3608,1.3248,1.1752,0.9272,1.4056,1.1924,1.4272,1.3048,1.4168,1.4272,1.244,1.1088,1.4328,1.1348,1.034,0.9404,1.0296,1.5884,1.4024,0.9116,1.0656,0.7144,1.1216,0.9792,1.358,1.1448,1.1864,1.3148,0.9404,0.7588,1.142,0.9632,0.926,1.2068,1.1016,0.926,1.0816,0.9836,1.2096,0.998,1.2268,1.1504,1.1648,1.0496,1.2872,1.4572,1.1924,1.3708,1.2512,1.3968,1.4644,1.2572,1.1864,1.132,0.9604,1.1664,1.188
0.808,0.9056,0.5644,1.2052,0.9504,0.8812,0.8424,1.25,1.2256,1.316,1.312,0.7964,1.3232,1.3868,1.4832,0.8696,1.244,1.0208,1.2744,1.4084,0.956,1.3276,1.6316,1.3624,1.4588,1.5724,0.9648,0.6928,1.0584,1.3004,1.0612,1.0352,0.9016,1.2212,1.2512,1.846,1.5668,0.8512,1.4168,1.7684,1.3492,1.3664,1.2168,1.0816,1.2052,1.3624,1.2772,1.162,0.952,1.4012,1.1476,1.3636,1.2616,1.1836,1.2816,1.1924,1.2412,1.3852,1.0772,1.142,1.0324,1.0844,1.646,1.4704,1.0456,1.1664,0.7688,1.1648,1.0052,1.3448,1.116,1.152,1.2872,0.9332,0.7588,1.1032,0.9288,0.9316,1.1376,1.0684,0.9332,1.0024,0.9676,1.1104,0.9864,1.2096,1.0424,1.0196,1.1464,1.208,1.4228,1.1708,1.2816,1.2916,1.384,1.4312,1.296,1.1404,1.1204,0.9448,1.1692,1.1504
0.736,0.9,0.5344,1.1864,0.9144,0.854,0.7272,1.188,1.1348,1.162,1.2672,0.7848,1.2152,1.3536,1.424,0.8064,1.1736,1.0296,1.3376,1.414,0.9416,1.388,1.8016,1.3508,1.4156,1.5048,0.8784,0.6896,1.0136,1.2584,1.0208,1.0528,0.8624,1.1924,1.2428,1.7784,1.5104,0.7904,1.3204,1.6576,1.332,1.4112,1.208,1.136,1.1792,1.3608,1.316,1.152,0.9244,1.44,1.1836,1.2728,1.3032,1.162,1.2152,1.1664,1.1764,1.3464,1.0064,1.0888,1.1392,1.1044,1.6648,1.4632,1.0312,1.1664,0.8108,1.2224,1.0816,1.3232,1.1968,1.1448,1.348,0.9992,0.772,1.1376,0.9592,0.91,1.2212,1.1476,1.0108,1.2328,0.9416,1.1564,1.024,1.1996,1.116,1.024,1.3192,1.2456,1.4456,1.1924,1.2932,1.27,1.4344,1.4488,1.316,1.1332,1.09,0.982,1.1648,1.2152
0.7416,0.9592,0.5732,1.1216,0.9676,0.73,0.7588,1.188,1.1104,1.1032,1.2212,0.7504,1.2008,1.3336,1.4588,0.8208,1.0772,0.9892,1.2744,1.424,0.9448,1.46,1.764,1.3132,1.46,1.4716,0.8712,0.6856,1.0412,1.2716,1.0424,1.0052,0.8048,1.1636,1.188,1.8748,1.486,0.8296,1.3536,1.62,1.3264,1.4068,1.25,1.1708,1.1752,1.384,1.3076,1.1448,0.8972,1.4588,1.1864,1.3708,1.296,1.1564,1.1792,1.1276,1.208,1.3304,1.0384,0.9908,1.1132,1.0828,1.4704,1.384,0.936,1.0152,0.756,1.162,1.0136,1.3104,1.1636,1.1648,1.3592,1.0152,0.812,1.2008,0.9632,0.9172,1.24,1.1924,1.0224,0.9892,0.9676,1.044,0.998,1.1764,1.096,1.008,1.1548,1.2384,1.4744,1.2428,1.2916,1.244,1.4904,1.4344,1.2976,1.1548,1.0928,1.018,1.1936,1.208
0.7128,0.9648,0.664,1.0196,0.8928,0.6696,0.7372,1.136,1.1232,1.136,1.1548,0.7072,1.2672,1.4184,1.4904,0.8252,1.0468,0.9952,1.2744,1.358,0.9088,1.4384,1.7368,1.312,1.4112,1.43,0.9304,0.7256,1.136,1.3436,1.1116,0.9748,0.7504,1.136,1.1708,1.852,1.5092,0.8208,1.3984,1.646,1.3336,1.4588,1.2688,1.096,1.1576,1.3984,1.276,1.1476,0.9288,1.4312,1.1648,1.352,1.352,1.1548,1.1824,1.1404,1.1908,1.3248,1.0684,1.1968,1.1432,1.26,1.4128,1.3796,0.9388,1.0124,0.7216,1.1116,0.9504,1.2196,1.0568,1.0324,1.2328,0.972,0.88,1.2052,1.0008,0.9304,1.2052,1.1824,1.0684,0.9016,0.8624,1.034,0.9476,1.1288,1.0424,0.8656,1.0424,1.2184,1.4168,1.2068,1.28,1.2008,1.4012,1.4156,1.3896,1.1032,1.208,0.9488,1.0528,1.172
