50,50
46.242,54.888
42.483,59.775
38.725,64.663
34.967,69.55
38.628,73.823
42.289,78.097
45.95,82.37
49.612,86.644
64.801,86.866
79.991,87.088
95.181,87.311
110.37,87.533
133.84,91.298
157.3,95.063
180.77,98.828
204.24,102.59
224.67,106.42
245.1,110.25
265.53,114.07
285.96,117.9
278.39,124.1
270.82,130.31
263.26,136.51
255.69,142.71
257.13,140.91
258.58,139.11
260.03,137.31
261.48,135.51
261.71,120.24
261.93,104.98
262.16,89.71
262.39,74.443
266.17,58.166
269.95,41.889
273.74,25.611
277.52,9.3338
283.27,-4.2317
289.02,-17.797
294.77,-31.363
300.53,-44.928
286.55,-24.091
272.58,-3.2543
258.6,17.583
244.63,38.42
232.23,61.858
219.83,85.296
207.43,108.73
195.04,132.17
186.17,115.81
177.3,99.455
168.44,83.097
159.57,66.738
148.26,58.472
136.96,50.205
125.65,41.938
114.35,33.672
121.96,19.388
129.58,5.1046
137.2,-9.179
144.82,-23.463
159.21,1.5374
173.6,26.537
187.99,51.537
202.38,76.537
189.68,96.563
176.97,116.59
164.27,136.61
151.56,156.64
149.52,140.15
147.48,123.66
145.45,107.18
143.41,90.692
139.54,100.65
135.67,110.62
131.8,120.58
127.94,130.54
133.73,112.97
139.53,95.404
145.33,77.834
151.12,60.264
139.78,72.338
128.43,84.411
117.09,96.484
105.74,108.56
116.68,99.311
127.63,90.064
138.57,80.818
149.51,71.571
141.9,68.725
134.28,65.879
126.67,63.033
119.05,60.187
102.94,75.187
86.822,90.187
70.708,105.19
54.593,120.19
