6.578746,5.956854,7.359442
6.353684,5.743514,7.135089
6.069678,5.493171,6.901099
5.911179,5.32101,6.68339
5.611738,5.060599,6.348064
5.352954,4.806838,6.033862
5.17352,4.629407,5.851558
5.057794,4.516823,5.768838
5.040211,4.510057,5.748415
4.897414,4.362153,5.55299
4.792419,4.259972,5.428479
4.701381,4.14069,5.362039
4.853465,4.32417,5.460168
4.87186,4.324372,5.528591
5.003625,4.442253,5.654807
4.668417,4.083217,5.335837
4.800701,4.24299,5.477364
4.830171,4.260459,5.469088
5.101228,4.504576,5.805765
5.315619,4.618089,6.055085
5.574601,4.955649,6.307944
5.662042,5.101627,6.253352
5.70882,5.105887,6.352114
5.500939,4.893485,6.090169
5.592912,5.046957,6.234388
5.677785,5.128908,6.284948
5.774179,5.131567,6.519637
5.800137,5.141587,6.545256
5.854574,5.19698,6.570971
5.650942,5.031338,6.520922
5.663012,4.897534,6.778381
5.558634,4.852777,6.711265
5.287749,4.599042,6.289566
5.074132,4.317811,6.195923
5.275425,4.339339,6.236525
5.295446,4.26785,6.533884
4.848336,3.769134,6.236984
3.732319,2.829735,4.810755
3.172964,2.268246,4.661224
3.400005,2.288877,5.303641
2.877936,1.946361,4.212138
2.304797,1.509087,3.696667
2.035859,1.313251,3.069235
2.283451,1.415912,3.626495
2.148526,1.336436,3.498244
1.606219,0.958115,2.800863
1.807574,1.026322,2.993151
1.412911,0.812372,2.391069
1.333338,0.725577,2.541065
1.385824,0.722014,2.717639
1.652066,0.853559,3.174666
2.247816,1.121531,4.406585
2.014672,1.046004,3.79767
1.294714,0.655011,2.440281
2.162342,1.138204,4.026289
2.246283,1.251344,3.951767
1.777401,0.987975,3.037007
1.484545,0.768974,2.966864
1.311994,0.744703,2.47237
1.513875,0.864687,2.718154
1.030831,0.609467,1.856416
0.937948,0.566437,1.800369
0.937065,0.592158,1.75816
1.023678,0.629143,1.959403
0.876215,0.572653,1.702312
1.032169,0.70573,1.935655
1.04762,0.769517,1.522615
1.52365,1.204863,2.118636
2.256279,1.839417,2.741518
2.594216,2.193509,2.977524
2.741145,2.375765,3.18981
2.849605,2.441979,3.265769
2.999944,2.591069,3.456775
3.101629,2.706804,3.513283
3.310666,2.825349,3.723413
3.572055,3.114649,4.025873
3.714445,3.234806,4.195721
3.669477,3.265623,4.109813
3.426517,3.058534,3.857294
3.377736,2.993345,3.823195
3.391568,3.015307,3.853836
3.467199,3.077409,3.935394
3.519754,3.128588,4.010197
3.526687,3.092261,4.041248
3.681928,3.303944,4.146719
3.898805,3.51013,4.374208
4.252495,3.824323,4.744299
4.187965,3.820711,4.723431
4.738251,4.317979,5.277031
5.109257,4.65576,5.693526
5.408791,4.922369,5.941146
5.653199,5.129243,6.252363
6.327399,5.696645,7.039175
6.609314,5.973203,7.312366
6.579598,5.90862,7.381939
6.310627,5.629294,7.13999
