0.736,0.6824,0.7876,0.7876,0.818,0.9748,0.9576,0.946,0.962,0.9648,0.8812,0.5976,0.5816,0.8008,1.0844,1.0136,0.9332,0.9808,0.9488,0.838,0.8036,1.0024,1.0528,0.998,1.116,0.9792,1.064,0.9028,0.8728,0.9576,1.0008,0.5948,0.5416,2.0188,1.584,0.8064,0.9244,1.1924,0.5788,0.9592,0.9432,0.9016,0.9376,0.8336,0.8856,0.8944,1.0556,0.874,0.7976,0.6164,0.4768
0.6928,0.602,0.7172,0.736,0.7576,0.9028,0.9504,0.8452,0.8872,0.91,0.88,0.55,0.52,0.72,1.1608,0.9344,0.8352,0.9304,0.8624,0.7804,0.7472,0.91,1.0124,0.8728,1.0872,0.884,0.916,0.8684,0.8252,0.8696,0.9604,0.5156,0.4536,1.9568,1.5064,0.8552,0.91,1.1592,0.5284,0.92,0.8856,0.9172,0.946,0.8208,0.8728,0.9604,1.0352,0.8972,0.7792,0.6652,0.4984
0.7072,0.6064,0.7084,0.7172,0.74,0.9128,0.926,0.8324,0.8912,0.9044,0.8208,0.5816,0.556,0.7056,1.0224,1.1116,0.808,0.9288,0.8768,0.8224,0.7688,0.9316,0.962,0.9016,1.1216,0.8972,0.9316,0.8728,0.7948,0.8756,0.9736,0.5156,0.4492,1.892,1.4992,0.828,0.8624,1.172,0.5472,0.9488,0.9576,0.8984,1.0424,0.8252,0.8872,0.9,1.0684,0.8656,0.7532,0.566,0.5184
0.684,0.7012,0.7316,0.7144,0.756,0.9128,0.8872,0.8468,0.936,0.9028,0.8152,0.5328,0.5716,0.6652,1.0352,0.9964,0.8064,0.916,0.88,0.7964,0.782,0.9272,0.9748,0.9,1.1376,0.9088,0.9188,0.848,0.7964,0.8236,0.9332,0.5272,0.432,1.9096,1.4804,0.7344,0.8568,1.178,0.5096,0.8972,0.9548,0.9172,1.0124,0.8668,0.8956,0.8612,1.0744,0.8208,0.8192,0.5328,0.4768
0.6812,0.674,0.7216,0.7576,0.792,0.9548,0.8884,0.8396,0.9548,0.9676,0.9344,0.6076,0.5832,0.6724,0.972,0.9448,0.8956,0.8912,0.8424,0.8136,0.7876,0.962,0.9908,0.8596,1.1132,0.8928,0.9188,0.9692,0.7992,0.8352,0.9448,0.5632,0.4448,2.1328,1.4904,0.7632,0.9044,1.162,0.5012,0.952,0.92,0.9604,1.096,0.9172,0.8984,0.952,1.0052,0.7848,0.7488,0.5644,0.5156
0.756,0.5992,0.8036,0.844,0.8612,1.0196,1.0096,0.9188,0.9836,1.0196,1.0612,0.7444,0.7344,0.7532,0.9376,0.936,1.0728,1.0888,1.0252,0.7792,0.7416,0.9016,0.956,0.9016,1.0268,0.9172,0.9144,0.884,0.8048,0.8136,0.956,0.5328,0.4624,1.9672,1.4876,0.7876,0.8728,1.168,0.4968,0.972,0.9864,0.8884,0.992,0.8236,0.8728,1.0008,1.0208,0.8048,0.7472,0.602,0.4292
0.8568,0.7256,0.8856,0.8296,0.848,0.988,0.9692,0.9736,0.982,1.008,1.0024,0.6452,0.6436,0.8336,0.9576,0.9332,0.848,0.9476,0.9244,0.9388,0.7804,0.91,1.0024,0.8972,1.0744,0.9,0.9332,0.9088,0.7688,0.8108,0.926,0.5096,0.4376,1.954,1.4788,0.792,0.8512,1.1448,0.5788,0.9676,1.0988,1.0628,0.9848,0.8152,0.88,0.8856,1.0568,0.8324,0.746,0.5284,0.458
1.0352,0.9232,1.0856,0.812,0.8496,0.9936,0.9388,0.9128,0.9892,1.0136,1.0052,0.6352,0.6712,0.7748,1.0756,1.0136,0.9188,1.0352,0.9648,0.8784,1.0252,0.9952,1.0456,0.8984,1.1908,0.9936,0.972,0.9404,0.8252,0.89,0.9316,0.5156,0.4304,1.9424,1.486,0.838,0.9332,1.1764,0.5256,0.9304,1.0972,0.992,0.9808,0.8236,0.9088,0.9116,1.0252,0.818,0.8152,0.4968,0.4896
0.8308,0.7936,0.9072,0.848,0.8108,1.0096,0.9272,0.9344,1.008,0.9892,0.956,0.6352,0.6364,0.7648,1.1216,1.0368,0.9072,1.0456,0.9864,0.936,0.884,1.1636,1.2976,1.106,1.1996,0.9964,1.0096,0.9232,0.8208,0.9648,0.9388,0.5156,0.4708,1.9484,1.4904,0.7976,0.9116,1.1404,0.5024,0.9144,0.9952,0.9648,1.0096,0.8264,0.9404,0.88,1.0268,0.7588,0.7588,0.5488,0.5096
0.7388,0.7516,0.7776,0.7948,0.8336,0.9416,0.8596,0.884,0.9836,0.9344,0.8884,0.5704,0.5744,0.7028,1.0484,1.0384,0.9244,1.0456,0.9692,0.8928,0.8668,1.0816,1.1376,1.0684,1.1736,0.9448,1.0512,0.9476,0.8324,0.9216,1.0468,0.658,0.6408,1.9928,1.532,0.8192,0.9,1.1332,0.6308,1.0612,0.9332,0.9144,1.0888,0.946,0.8828,0.9388,1.0352,0.812,0.7416,0.5444,0.448
0.7488,0.6912,0.7804,0.7936,0.7936,0.9864,0.9488,0.8784,0.9128,0.8884,0.8756,0.54,0.55,0.7028,1.034,0.9964,0.9648,0.9848,0.9,0.884,0.8308,0.9692,1.0368,0.9416,1.044,0.9648,0.9232,0.854,0.8624,0.9172,0.988,0.632,0.5832,2.0432,1.5824,0.8252,0.9864,1.1908,0.6568,1.0916,0.9244,0.9056,0.9864,0.8296,0.8784,0.89,1.0096,0.8064,0.7648,0.5816,0.4624
0.8624,0.6668,0.7432,0.9848,0.9288,0.9172,0.9648,0.8368,0.88,0.8872,0.8568,0.5168,0.504,0.7316,0.956,0.91,0.8972,0.9072,0.8668,0.8224,0.7472,0.9056,0.9592,0.8812,1.034,0.9332,0.8884,0.864,0.7892,0.8756,0.9836,0.648,0.6452,2.1484,1.5624,0.802,1.198,1.1564,0.6652,1.008,0.9692,0.88,0.9172,0.8064,0.8872,0.8756,1.1348,0.7976,0.8064,0.5056,0.4808
0.8048,0.7172,0.7688,0.8524,0.812,0.9344,0.88,0.8008,0.8668,0.9028,0.9,0.5356,0.5456,0.7964,1.0096,0.9272,0.9476,0.9404,0.8756,0.8496,0.7432,1.0036,0.988,0.8984,1.0756,0.9044,0.8784,0.8552,1.0136,1.0152,1.0512,0.6208,0.5976,2.1124,1.5668,0.8092,1.1548,1.1576,0.5528,0.9016,0.8944,0.9072,1.0484,0.8152,0.8984,0.9144,1.1376,0.7748,0.7892,0.5544,0.5156
0.7216,0.8956,0.818,0.7532,0.7588,0.884,0.9416,0.8584,0.8728,0.9288,0.8972,0.5284,0.5472,0.926,1.2196,0.8768,1.0816,0.988,0.9448,0.8524,0.7516,0.9764,0.9848,0.9028,1.1592,0.9316,0.9992,0.8872,0.9748,0.9476,1.0412,0.5888,0.602,2.0924,1.5824,0.802,1.126,1.1116,0.5156,0.9116,0.8812,0.9764,1.168,0.9448,0.884,0.972,1.1952,0.7848,0.946,0.5328,0.442
0.6984,1.0872,1.2384,0.7732,0.8092,0.9488,1.1144,0.8164,0.9476,0.9376,0.9576,0.5732,0.6192,0.8756,1.2788,0.9128,1.3536,0.9736,0.9128,1.0712,0.7516,1.26,1.0324,0.8468,1.3896,0.9664,1.1304,0.8884,1.0972,0.8828,1.1144,0.5932,0.576,2.0392,1.5004,0.802,1.0468,1.1216,0.6176,0.946,0.9316,0.9736,1.3724,0.9764,0.9072,1.0528,1.5464,0.9432,1.2184,0.7388,0.6264
0.7028,1.4024,1.4688,0.7648,0.7544,1.096,1.5164,0.8512,0.8368,0.9128,0.9488,0.5716,0.5888,0.9,1.646,0.926,1.5668,0.9416,0.848,1.3076,0.7532,1.4168,1.0052,0.9288,1.5552,0.9648,1.4804,0.9344,1.1936,0.9188,1.0988,0.524,0.5112,2.1384,1.5292,0.844,1.286,1.1564,0.664,0.91,0.9016,1.2584,1.4816,0.8756,0.88,1.0396,1.6704,0.9848,1.3032,0.7084,0.5744
0.7432,1.6488,1.8448,0.7544,0.7288,1.0672,1.8664,0.8856,0.7992,0.9088,0.9144,0.5632,0.5456,0.864,1.9816,0.9088,1.7696,0.8984,0.8568,1.4704,0.766,1.5856,1.0196,0.884,1.6504,0.9488,1.6372,0.8928,1.2872,0.9272,1.1288,0.5128,0.52,2.2664,1.5608,0.8568,1.43,1.1564,0.6724,0.9808,0.9288,1.2296,1.7912,1.1448,0.8768,0.9792,1.7236,1.0424,1.4572,0.7028,0.6092
0.8368,1.8016,2.2736,0.92,0.8252,1.3148,1.9772,1.0108,0.8756,1.054,1.0208,0.704,0.6104,1.0324,2.1124,1.0568,1.9844,0.9632,0.956,1.7396,0.8396,2.0548,1.1664,0.9704,2.016,1.0412,1.764,1.0252,1.3996,0.9664,1.1404,0.5456,0.5672,2.3128,1.5004,0.8944,1.2888,1.1564,0.7328,0.92,0.9648,1.3896,1.9484,1.1736,0.9676,0.9116,1.7192,0.9344,1.46,0.71,0.5456
0.8828,1.8764,2.4496,0.956,0.8884,1.1792,2.032,0.9676,0.9964,1.0656,1.0684,0.668,0.632,1.1032,2.1124,1.08,2.3776,1.0064,1.0096,1.8128,0.89,2.2264,1.1692,1.0136,2.2664,1.1504,1.7768,1.0008,1.6432,1.1132,1.316,0.72,0.674,2.4696,1.6964,0.9304,1.2988,1.2068,0.7892,1.0108,1.0412,1.564,1.9136,1.1216,0.9692,0.88,1.924,0.9044,1.5868,0.5876,0.5428
0.7936,1.872,2.412,0.9044,0.8928,1.1576,2.216,1.0456,1.024,1.0856,1.0196,0.6552,0.6136,1.0888,2.2464,0.9664,2.3616,0.9632,0.956,1.744,0.838,2.2508,1.208,1.0152,2.1628,1.116,1.9772,0.9908,1.5524,1.0024,1.2572,0.5888,0.56,2.4336,1.5236,0.9892,1.2816,1.2512,0.6884,1.0168,1.1188,1.6992,1.8216,0.92,0.9232,0.952,1.9772,0.8884,1.5896,0.5976,0.5544
0.8452,1.9744,2.4104,0.9404,0.9604,1.2616,2.4752,1.1216,0.9808,1.0584,1.0744,0.6524,0.602,1.0296,2.6336,1.0712,2.4236,1.0556,0.9376,1.8748,0.8956,2.4984,1.3076,1.0052,2.114,1.1504,2.0924,1.2008,1.5608,1.0352,1.3048,0.5832,0.576,2.5256,1.6072,0.8668,1.2772,1.1764,0.6308,1.1332,1.0468,1.8864,1.7728,0.8872,0.8912,1.064,2.1328,0.9504,1.656,0.5832,0.5228
0.7864,1.898,2.4536,0.916,0.8872,1.2384,2.2336,1.0568,0.9216,1.0312,1.0584,0.6452,0.6236,0.9736,2.762,1.0628,2.4668,0.982,0.9128,1.872,0.8396,2.5432,1.3924,1.0396,2.2104,1.1332,2.1472,1.0208,1.3912,1.034,1.3348,0.6236,0.5904,2.5328,1.6504,0.9404,1.2744,1.1592,0.6336,1.1072,1.034,1.7684,1.7524,0.8984,0.9116,0.9576,2.1788,0.8684,1.5984,0.6424,0.5744
0.9172,1.9728,2.5184,0.91,0.8944,1.2184,2.2752,1.1,0.9836,1.0468,1.064,0.6824,0.586,1.09,2.5688,1.2284,2.4956,0.9836,0.9592,1.9424,0.8828,2.5892,1.2512,1.0096,2.3284,1.0744,2.072,0.9776,1.3392,1.1044,1.3696,0.6624,0.6076,2.52,1.7092,0.9476,1.312,1.188,0.6452,1.06,1.2268,2.062,1.6936,0.8368,0.9016,0.9172,2.314,0.8884,1.676,0.674,0.524
0.9964,2.2176,2.546,0.9604,0.9116,1.1908,2.6552,1.1648,1.0108,1.0656,1.096,0.6696,0.5848,1.0612,2.2924,1.1216,2.5056,1.0152,0.9344,2.0608,1.0916,2.5488,1.2068,0.916,2.356,1.1016,2.1472,0.988,1.342,1.1144,1.3292,0.6536,0.5904,2.4796,1.6648,0.916,1.322,1.178,0.6308,1.1464,1.1968,2.0144,1.6792,0.8612,0.8884,0.9116,2.1932,0.8712,1.666,0.6696,0.4664
0.8164,2.1356,2.422,0.9476,0.9072,1.1,2.612,1.2688,1.1216,1.0168,1.0312,0.6408,0.6176,0.9808,2.304,1.0512,2.4796,1.0412,1.0136,2.0752,0.916,2.6208,1.3912,1.1248,2.2808,1.0816,2.1904,1.0064,1.368,1.142,1.3608,0.6352,0.6032,2.428,1.6704,0.9172,1.3148,1.1288,0.736,1.0872,1.1576,1.9856,1.6892,0.8912,0.9128,0.9388,2.2004,0.988,1.7208,0.6436,0.4808
0.8584,2.0348,2.3384,0.8812,0.916,1.1636,2.2852,1.3508,1.1016,1.018,1.0312,0.6524,0.56,1.0064,2.3416,1.0556,2.592,1.208,1.188,1.9556,0.884,2.5488,1.1968,1.0744,2.402,1.0756,2.1068,0.9864,1.4456,1.1104,1.5752,0.776,0.7604,2.4912,1.6156,0.8972,1.3592,1.1636,0.6136,1.1304,1.0296,1.9756,1.7756,0.936,0.946,0.9764,1.9744,0.9044,1.6688,0.6352,0.4696
0.8008,2.0132,2.212,0.792,0.9016,1.1044,2.1024,1.1692,0.8768,0.982,0.9376,0.5328,0.4708,0.9288,2.2448,1.0296,2.3128,1.126,0.9576,1.8664,0.8008,2.7836,1.0772,0.9028,2.4076,1.0584,2.0548,0.8756,1.4672,1.142,1.4776,0.7144,0.6928,2.438,1.6964,0.9376,1.368,1.172,0.7992,1.3004,1.0152,1.9756,1.6388,0.9488,0.9836,0.9632,2.0392,0.8912,1.7048,0.6812,0.5024
0.7832,2.0176,2.144,0.9964,0.9664,1.0296,2.0908,1.136,0.9044,1.0036,0.952,0.5372,0.5732,1.0368,2.0536,1.0108,2.2724,0.9864,0.8972,1.8836,0.7604,2.6524,1.2312,0.9632,2.2768,1.0528,1.9368,0.8712,1.3536,1.0772,1.4112,0.632,0.602,2.5648,1.7568,0.9272,1.4012,1.1464,0.7172,1.2428,1.0944,2.0088,1.5824,0.8828,0.992,0.9244,1.9672,0.8452,1.676,0.5932,0.448
0.7792,1.934,2.0836,0.8828,0.8912,1.0324,2.0404,1.106,1.0124,0.9992,1.0816,0.5888,0.5228,1.034,1.7872,1.0744,2.1112,1.0496,0.9432,1.9496,0.8408,2.6408,1.3408,1.018,2.1988,1.0844,2.0764,0.9648,1.4716,1.2224,1.332,0.674,0.5932,2.4524,1.6632,0.998,1.5164,1.1908,0.6536,1.1996,0.988,1.8892,1.6432,0.9244,1.0484,0.9664,2.0332,0.9704,1.692,0.5816,0.4376
0.8264,1.7856,1.9872,0.8108,0.8496,0.992,1.846,1.0684,1.0252,1.0064,1.0672,0.5084,0.52,1.0412,1.7684,1.0384,1.9268,1.0772,0.92,1.9036,0.848,2.4092,1.2788,0.8912,2.0432,1.0828,2.1744,0.9864,1.3552,1.0816,1.3292,0.6292,0.5572,2.3616,1.6416,0.9936,1.4156,1.1908,0.576,1.1188,0.998,1.8736,1.5668,0.9172,1.0944,1.0456,1.9528,0.8712,1.6328,0.5716,0.452
0.73,1.7468,1.8216,0.7776,0.8452,0.972,1.6876,1.0384,0.92,0.9964,0.9776,0.55,0.5832,1.018,1.7524,0.962,1.836,1.0556,0.8784,1.888,0.8164,2.2204,1.24,0.8624,2.0492,1.0816,2.1256,0.9448,1.26,1.0512,1.2212,0.5948,0.5516,2.3024,1.6084,0.946,1.4056,1.172,0.5992,1.0744,1.028,1.9672,1.5336,0.9028,1.1,1.198,2.1412,1.0744,1.6676,0.7876,0.6032
0.7344,1.7684,1.836,0.7588,0.7864,0.9776,1.7756,1.0384,0.8728,0.9748,0.9128,0.576,0.5632,1.0208,1.7624,1.0036,1.7092,1.0396,0.8812,1.8416,0.7604,2.278,1.2528,0.8812,2.0764,1.0168,2.3112,0.9388,1.2456,1.028,1.2384,0.566,0.54,2.2376,1.676,0.8596,1.4112,1.1232,0.566,1.1072,1.0252,1.898,1.5928,0.9892,1.1016,1.136,2.2304,1.0368,1.8128,0.7776,0.592
0.7832,1.8316,1.9324,0.766,0.8308,0.972,1.846,1.126,0.8728,1.0872,0.998,0.6092,0.6508,1.0528,1.8288,1.0252,1.81,1.0252,0.8728,1.928,0.7648,2.252,1.2152,0.9576,2.0288,0.9848,2.1832,0.9016,1.244,1.0612,1.3624,0.5704,0.55,2.268,1.6892,0.8668,1.3232,1.1204,0.6048,1.0772,1.0672,1.9024,1.9124,1.1304,1.0744,1.0412,2.2912,1.0224,1.7684,0.7792,0.6004
0.8264,1.9528,1.8532,0.8336,0.9488,1.234,2.078,1.178,1.0468,1.208,1.168,0.766,0.802,1.0772,2.0896,1.1104,1.98,1.0368,0.9056,2.2408,0.8884,2.5328,1.3104,1.0096,2.104,1.0784,2.3024,1.0496,1.3652,1.1116,1.5552,0.602,0.5992,2.3428,1.6388,0.8944,1.4024,1.1808,0.6408,1.1088,0.9748,1.9396,1.862,1.0456,1.188,0.9952,2.3932,0.8728,1.5652,0.6724,0.5228
0.874,2.108,2.0908,0.988,0.9848,1.1016,2.1944,1.2616,1.1132,1.168,1.1044,0.74,0.72,1.0944,2.4652,1.168,2.1112,1.1376,0.9848,2.3616,0.9044,2.71,1.3376,1.008,2.3932,1.172,2.4424,1.096,1.5408,1.1648,1.7264,0.7632,0.7216,2.53,1.7884,0.8812,1.3808,1.178,0.6928,1.1448,1.0268,2.0276,1.8332,0.9964,1.1864,0.9244,2.4884,0.8972,1.6372,0.6004,0.4708
0.736,2.17,2.2076,0.8296,0.8728,1.0412,2.0132,1.1476,0.9432,1.0396,0.9272,0.6076,0.5616,0.9736,2.5992,1.044,2.17,0.9992,0.8812,2.4364,0.7848,2.5216,1.224,0.8944,2.2664,1.0828,2.8628,1.008,1.45,1.0556,1.5364,0.6364,0.5816,2.3572,1.6344,0.8912,1.3336,1.1376,0.5888,1.1144,1.0584,2.1068,1.8864,0.8612,1.2112,0.988,2.602,0.8624,1.6372,0.6424,0.5184
0.844,2.1024,2.2912,0.8872,0.9936,1.142,2.2104,1.1176,1.0888,1.064,0.9808,0.6912,0.6796,1.0168,2.7288,1.0756,2.392,1.1288,0.982,2.51,0.9344,2.6336,1.4788,1.0052,2.5544,1.0772,2.7664,1.244,1.4096,1.1216,1.4776,0.664,0.6236,2.3024,1.6976,0.9344,1.3996,1.1288,0.6004,1.132,1.0224,2.062,1.996,0.8668,1.1576,1.0756,2.6236,0.9776,1.538,0.602,0.56
