BuildingIndex,Year,Month,Day,Hour,Quarter,ESS#1 Scheule[MW],ESS#2 Scheule[MW],ESS#1 SOC[%],ESS#2 SOC[%],
1,2017,4,1,8,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,8,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,9,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,9,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,9,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,9,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,10,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,10,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,10,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,10,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,11,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,11,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,11,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,11,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,12,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,12,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,12,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,12,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,13,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,13,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,13,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,13,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,14,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,14,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,14,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,14,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,15,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,15,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,15,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,15,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,16,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,16,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,16,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,16,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,17,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,17,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,17,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,17,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,18,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,18,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,18,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,18,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,19,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,19,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,19,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,19,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,20,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,20,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,20,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,20,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,21,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,21,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,21,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,21,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,22,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,22,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,22,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,22,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,23,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,23,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,23,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,23,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,24,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,0,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,0,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,0,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,1,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,1,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,1,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,1,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,2,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,2,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,2,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,2,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,3,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,3,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,3,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,3,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,4,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,4,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,4,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,4,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,5,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,5,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,5,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,5,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,6,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,6,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,6,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,6,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,7,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,7,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,7,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,7,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,8,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,8,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,8,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,8,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,9,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,9,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,9,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,9,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,10,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,10,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,10,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,10,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,11,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,11,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,11,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,11,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,12,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,12,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,12,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,12,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,13,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,13,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,13,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,13,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,14,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,14,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,14,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,14,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,15,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,15,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,15,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,15,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,16,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,16,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,16,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,16,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,17,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,17,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,17,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,17,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,18,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,18,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,18,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,18,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,19,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,19,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,19,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,19,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,20,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,20,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,20,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,20,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,21,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,21,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,21,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,21,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,22,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,22,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,22,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,22,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,23,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,23,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,23,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,23,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,24,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,0,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,0,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,0,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,1,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,1,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,1,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,1,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,2,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,2,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,2,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,2,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,3,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,3,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,3,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,3,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,4,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,4,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,4,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,4,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,5,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,5,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,5,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,5,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,6,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,6,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,6,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,6,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,7,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,7,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,7,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,7,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,8,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,8,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,8,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,8,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,9,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,9,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,9,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,9,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,10,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,10,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,10,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,10,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,11,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,11,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,11,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,11,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,12,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,12,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,12,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,12,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,13,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,13,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,13,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,13,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,14,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,14,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,14,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,14,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,15,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,15,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,15,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,15,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,16,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,16,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,16,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,16,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,17,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,17,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,17,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,17,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,18,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,18,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,18,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,18,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,19,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,19,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,19,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,19,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,20,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,20,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,20,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,20,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,21,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,21,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,21,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,21,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,22,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,22,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,22,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,22,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,23,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,23,1,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,23,2,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,23,3,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,24,0,0.000000,0.000000,50.000000,50.000000,
1,2017,4,1,0,1,0.022531,0.024693,50.375516,50.308667,
1,2017,4,1,0,2,0.022531,0.024693,50.751032,50.617335,
1,2017,4,1,0,3,0.022531,0.024693,51.126548,50.926002,
1,2017,4,1,1,0,0.022531,0.024693,51.502064,51.234670,
1,2017,4,1,1,1,-0.113574,0.361427,49.609167,55.752502,
1,2017,4,1,1,2,-0.113574,0.361427,47.716271,60.270334,
1,2017,4,1,1,3,-0.113574,0.361427,45.823374,64.788166,
1,2017,4,1,2,0,-0.113574,0.361427,43.930477,69.305998,
1,2017,4,1,2,1,0.071384,0.405550,45.120216,74.375379,
1,2017,4,1,2,2,0.071384,0.405550,46.309954,79.444759,
1,2017,4,1,2,3,0.071384,0.405550,47.499693,84.514140,
1,2017,4,1,3,0,0.071384,0.405550,48.689431,89.583521,
1,2017,4,1,3,1,0.159650,0.001183,51.350269,89.598305,
1,2017,4,1,3,2,0.159650,0.001183,54.011106,89.613089,
1,2017,4,1,3,3,0.159650,0.001183,56.671944,89.627873,
1,2017,4,1,4,0,0.159650,0.001183,59.332781,89.642657,
1,2017,4,1,4,1,0.097782,-0.008679,60.962475,89.534165,
1,2017,4,1,4,2,0.097782,-0.008679,62.592170,89.425673,
1,2017,4,1,4,3,0.097782,-0.008679,64.221864,89.317181,
1,2017,4,1,5,0,0.097782,-0.008679,65.851558,89.208690,
1,2017,4,1,5,1,0.013396,-0.016559,66.074818,89.001705,
1,2017,4,1,5,2,0.013396,-0.016559,66.298078,88.794721,
1,2017,4,1,5,3,0.013396,-0.016559,66.521339,88.587736,
1,2017,4,1,6,0,0.013396,-0.016559,66.744599,88.380752,
1,2017,4,1,6,1,0.090146,-0.431854,68.247037,82.982573,
1,2017,4,1,6,2,0.090146,-0.431854,69.749475,77.584395,
1,2017,4,1,6,3,0.090146,-0.431854,71.251913,72.186217,
1,2017,4,1,7,0,0.090146,-0.431854,72.754351,66.788038,
1,2017,4,1,7,1,0.199575,0.087276,76.080600,67.878983,
1,2017,4,1,7,2,0.199575,0.087276,79.406850,68.969928,
1,2017,4,1,7,3,0.199575,0.087276,82.733099,70.060873,
1,2017,4,1,8,0,0.199575,0.087276,86.059349,71.151817,
1,2017,4,1,8,1,-0.149162,-0.013389,83.573323,70.984460,
1,2017,4,1,8,2,-0.149162,-0.013389,81.087296,70.817102,
1,2017,4,1,8,3,-0.149162,-0.013389,78.601269,70.649745,
1,2017,4,1,9,0,-0.149162,-0.013389,76.115243,70.482387,
1,2017,4,1,9,1,-0.750000,-0.996918,63.615243,58.020908,
1,2017,4,1,9,2,-0.750000,-0.996918,51.115243,45.559430,
1,2017,4,1,9,3,-0.750000,-0.996918,38.615243,33.097951,
1,2017,4,1,10,0,-0.750000,-0.996918,26.115243,20.636472,
1,2017,4,1,10,1,-0.226946,-0.107321,22.332813,19.294958,
1,2017,4,1,10,2,-0.226946,-0.107321,18.550384,17.953444,
1,2017,4,1,10,3,-0.226946,-0.107321,14.767954,16.611930,
1,2017,4,1,11,0,-0.226946,-0.107321,10.985525,15.270416,
1,2017,4,1,11,1,0.128653,0.569774,13.129742,22.392592,
1,2017,4,1,11,2,0.128653,0.569774,15.273958,29.514768,
1,2017,4,1,11,3,0.128653,0.569774,17.418175,36.636944,
1,2017,4,1,12,0,0.128653,0.569774,19.562392,43.759119,
1,2017,4,1,12,1,0.182822,-0.422518,22.609419,38.477642,
1,2017,4,1,12,2,0.182822,-0.422518,25.656447,33.196165,
1,2017,4,1,12,3,0.182822,-0.422518,28.703474,27.914688,
1,2017,4,1,13,0,0.182822,-0.422518,31.750501,22.633211,
1,2017,4,1,13,1,-0.221445,-0.207390,28.059746,20.040839,
1,2017,4,1,13,2,-0.221445,-0.207390,24.368990,17.448467,
1,2017,4,1,13,3,-0.221445,-0.207390,20.678234,14.856095,
1,2017,4,1,14,0,-0.221445,-0.207390,16.987479,12.263723,
1,2017,4,1,14,1,-0.104298,-0.013638,15.249179,12.093250,
1,2017,4,1,14,2,-0.104298,-0.013638,13.510880,11.922777,
1,2017,4,1,14,3,-0.104298,-0.013638,11.772581,11.752305,
1,2017,4,1,15,0,-0.104298,-0.013638,10.034281,11.581832,
1,2017,4,1,15,1,0.616867,0.661586,20.315396,19.851654,
1,2017,4,1,15,2,0.616867,0.661586,30.596512,28.121475,
1,2017,4,1,15,3,0.616867,0.661586,40.877627,36.391296,
1,2017,4,1,16,0,0.616867,0.661586,51.158742,44.661117,
1,2017,4,1,16,1,-0.585296,-0.656194,41.403812,36.458695,
1,2017,4,1,16,2,-0.585296,-0.656194,31.648883,28.256274,
1,2017,4,1,16,3,-0.585296,-0.656194,21.893953,20.053852,
1,2017,4,1,17,0,-0.585296,-0.656194,12.139023,11.851431,
1,2017,4,1,17,1,0.136977,0.001986,14.421974,11.876260,
1,2017,4,1,17,2,0.136977,0.001986,16.704925,11.901089,
1,2017,4,1,17,3,0.136977,0.001986,18.987876,11.925918,
1,2017,4,1,18,0,0.136977,0.001986,21.270827,11.950747,
1,2017,4,1,18,1,-0.103959,0.484451,19.538177,18.006386,
1,2017,4,1,18,2,-0.103959,0.484451,17.805527,24.062024,
1,2017,4,1,18,3,-0.103959,0.484451,16.072877,30.117663,
1,2017,4,1,19,0,-0.103959,0.484451,14.340227,36.173301,
1,2017,4,1,19,1,0.155231,0.143839,16.927411,37.971290,
1,2017,4,1,19,2,0.155231,0.143839,19.514595,39.769278,
1,2017,4,1,19,3,0.155231,0.143839,22.101779,41.567266,
1,2017,4,1,20,0,0.155231,0.143839,24.688963,43.365255,
1,2017,4,1,20,1,0.078318,0.443055,25.994265,48.903440,
1,2017,4,1,20,2,0.078318,0.443055,27.299567,54.441625,
1,2017,4,1,20,3,0.078318,0.443055,28.604869,59.979811,
1,2017,4,1,21,0,0.078318,0.443055,29.910171,65.517996,
1,2017,4,1,21,1,0.454670,0.135251,37.487998,67.208630,
1,2017,4,1,21,2,0.454670,0.135251,45.065824,68.899263,
1,2017,4,1,21,3,0.454670,0.135251,52.643651,70.589897,
1,2017,4,1,22,0,0.454670,0.135251,60.221478,72.280530,
1,2017,4,1,22,1,0.141281,-0.190599,62.576158,69.898037,
1,2017,4,1,22,2,0.141281,-0.190599,64.930838,67.515543,
1,2017,4,1,22,3,0.141281,-0.190599,67.285518,65.133050,
1,2017,4,1,23,0,0.141281,-0.190599,69.640198,62.750556,
1,2017,4,1,23,1,-0.276886,-0.220782,65.025434,59.990786,
1,2017,4,1,23,2,-0.276886,-0.220782,60.410670,57.231016,
1,2017,4,1,23,3,-0.276886,-0.220782,55.795905,54.471245,
1,2017,4,1,24,0,-0.276886,-0.220782,51.181141,51.711475,
