6.899136,5.63887,7.515085
6.664805,5.63887,7.515085
6.412727,5.63887,7.515085
6.331242,5.63887,7.515085
6.13699,5.046952,6.723614
5.917486,5.046952,6.723614
5.745856,5.046952,6.723614
5.740799,5.046952,6.723614
5.807388,4.827643,6.492906
5.661834,4.827643,6.492906
5.568708,4.827643,6.492906
5.603168,4.827643,6.492906
5.82305,4.949265,6.71083
5.830499,4.949265,6.71083
5.959255,4.949265,6.71083
5.707388,4.949265,6.71083
5.863254,5.098914,7.159482
5.897664,5.098914,7.159482
6.20987,5.098914,7.159482
6.546004,5.098914,7.159482
6.779478,5.934456,7.566944
6.836946,5.934456,7.566944
6.782783,5.934456,7.566944
6.603593,5.934456,7.566944
6.597139,5.837748,7.305894
6.630477,5.837748,7.305894
6.55751,5.837748,7.305894
6.502158,5.837748,7.305894
6.353214,4.75883,6.840095
5.892554,4.75883,6.840095
5.58615,4.75883,6.840095
5.365931,4.75883,6.840095
4.817937,3.690349,5.209579
4.353907,3.690349,5.209579
4.29658,3.690349,5.209579
4.331432,3.690349,5.209579
3.714834,0.674625,4.909292
2.681047,0.674625,4.909292
2.288926,0.674625,4.909292
2.483027,0.674625,4.909292
1.877882,0.287526,2.695727
1.441383,0.287526,2.695727
1.248533,0.287526,2.695727
1.398708,0.287526,2.695727
1.105228,0,1.84288
0.778343,0,1.84288
0.909627,0,1.84288
0.701785,0,1.84288
0.519772,0,1.47474
0.532573,0,1.47474
0.731028,0,1.47474
0.921445,0,1.47474
0.764791,0,1.790675
0.510536,0,1.790675
1.039319,0,1.790675
0.917869,0,1.790675
0.735831,0,1.760622
0.727171,0,1.760622
0.796849,0,1.760622
0.747136,0,1.760622
0.540345,0,1.539925
0.633794,0,1.539925
0.812089,0,1.539925
0.694484,0,1.539925
0.657531,0.01122,1.904521
0.916034,0.01122,1.904521
1.06152,0.01122,1.904521
1.196397,0.01122,1.904521
1.882789,1.521884,3.273352
2.417549,1.521884,3.273352
2.759157,1.521884,3.273352
2.530979,1.521884,3.273352
2.791427,2.400354,3.963097
3.060426,2.400354,3.963097
3.414725,2.400354,3.963097
3.460325,2.400354,3.963097
3.739885,3.158324,4.350221
3.866951,3.158324,4.350221
3.75309,3.158324,4.350221
3.657164,3.158324,4.350221
3.764079,3.288766,4.525552
3.864301,3.288766,4.525552
3.980074,3.288766,4.525552
4.020183,3.288766,4.525552
4.153282,3.697043,5.085733
4.284795,3.697043,5.085733
4.572754,3.697043,5.085733
4.55472,3.697043,5.085733
4.958775,4.39322,6.045544
5.137398,4.39322,6.045544
5.264462,4.39322,6.045544
5.516892,4.39322,6.045544
5.827152,4.900819,6.493389
5.849452,4.900819,6.493389
5.639877,4.900819,6.493389
5.471934,4.900819,6.493389
