0.694,1.3392,0.7936,1.0816,0.9936,0.6424,0.7688,1.3336,0.8584,1.46,0.622,0.792,0.8956,0.7372,0.992,0.72,1.1752,1.26,1.0108,0.8612,0.9632,0.7532,0.8984,0.8596,0.802,1.0252,0.8496,0.864,1.0784,1.0528,1.0972,0.89,1.1,1.1736,1.2916,1.0108,1.208,1.0324,1.1304,1.2832,0.9,0.8424,0.884,0.7228,0.7732,0.884,0.8972,0.7688,1.4428,0.7156,0.8612,1.024,1.0052,0.9576,0.7616,0.6696,0.6956,1.0512,0.9072,1.0384,0.694,0.9488,1.126,1.0496,1.0468,0.9576,0.7184,0.7172,0.8424,0.9648,0.884,0.9676,1.0568,0.9432,0.874,0.7832,1.2572,0.7472,0.8728,0.9936,0.9704,0.9836,0.4796,0.9836,0.884,1.136,0.91,0.9504,0.9676,0.884,1.0136,0.956,0.8208,0.4952,0.9764,0.9776,0.8396,0.8308,0.674,1.1736,1.0096,0.73,0.9172,0.6452,0.7676,0.8164,1.0312,0.8928,0.6784,0.818,0.848,0.962,0.8696,0.7704,1.2284,0.9044,0.9,0.9304,0.7272,0.864,1.0052,0.9272,0.844,1.0528,0.6524,0.9892,1.1044,1.1752,0.8956,1.064
0.6928,1.3192,0.7964,1.1072,1.008,0.7112,0.8712,1.24,0.8236,1.4416,0.6264,0.7832,0.8612,0.6752,0.982,0.7576,1.1664,1.1304,0.972,0.8252,0.9808,0.7804,0.89,0.8656,0.8192,1.0324,0.8092,0.8756,1.054,1.064,1.1432,0.8928,1.1016,1.2124,1.1592,0.792,1.3348,1.0496,1.1896,1.2296,0.9288,0.8324,0.8784,0.7344,0.8224,0.8568,0.9072,0.7444,1.6156,0.8696,1.0064,0.9376,0.9808,1.0528,0.854,0.6856,0.736,1.0512,0.9332,1.0168,0.6984,1.0512,1.07,0.9316,0.8884,0.9892,0.7864,0.7964,0.772,0.9056,0.864,1.0196,1.0756,0.874,0.8324,0.7144,1.2544,0.8512,0.9332,1.0352,0.9792,0.9432,0.5024,0.992,0.7976,1.0784,0.8596,0.8884,0.9128,0.8352,0.9448,0.854,0.8408,0.5544,1.024,1.0124,0.8324,0.8468,0.7144,1.1276,1.0124,0.7328,0.8712,0.602,0.8308,0.8336,0.9028,0.8784,0.6868,0.8252,0.9172,0.9216,0.8812,0.7748,1.136,0.8856,0.8944,0.9188,0.7272,0.7876,0.8972,0.7964,0.6696,0.9692,0.5992,0.884,0.9664,1.198,0.8944,1.0312
0.7216,1.3076,0.7432,1.1016,1.0096,0.6784,0.7804,1.2068,0.808,1.3708,0.5184,0.7144,0.818,0.6308,0.9232,0.7028,1.2152,1.0324,0.9072,0.812,0.9664,0.7688,0.808,0.9028,0.8264,1.0008,0.792,0.848,1.0456,1.0168,1.0928,0.8452,1.06,1.1952,1.1104,0.8036,1.4068,1.188,1.296,1.3232,1.064,0.8308,0.884,0.72,0.972,0.8712,0.9044,0.7272,1.466,0.8496,0.936,1.1576,1.1288,1.1492,0.9448,0.7632,0.7228,1.0744,0.9648,1.2456,0.7028,1.024,1.1836,1.0208,0.9592,0.9144,0.7904,0.7904,0.7256,0.8208,0.8008,1.0684,1.0728,0.8036,0.8912,0.7244,1.172,0.8596,0.982,1.0756,1.0296,0.962,0.494,0.9952,0.8048,1.0888,0.8656,0.874,0.8956,0.838,0.946,0.8512,0.7648,0.5616,0.9736,1.0124,0.8468,0.848,0.7028,1.1548,0.9964,0.7216,0.8984,0.5876,0.792,0.8296,0.8828,0.8656,0.6928,0.8352,0.92,0.952,0.8512,0.7388,1.1504,0.9592,0.8972,0.9504,0.72,0.7832,0.8928,0.7864,0.6464,0.9748,0.5776,0.8768,0.9692,1.1332,0.848,0.982
0.658,1.2644,0.6868,1.044,0.9304,0.6668,0.7504,1.27,0.884,1.316,0.4808,0.664,0.8368,0.6536,0.972,0.7444,1.2224,1.0568,0.92,0.8152,0.926,0.7688,0.7388,0.8568,0.7244,0.9416,0.7128,0.8152,0.9776,0.9676,1.1104,0.8944,1.0412,1.2284,1.0312,0.7964,1.1764,1.0856,1.2152,1.2196,0.956,0.8296,0.8828,0.73,0.874,0.8856,0.91,0.7648,1.45,0.812,0.9216,1.1,1.064,1.1288,0.8728,0.9028,0.916,1.27,1.132,1.286,0.9188,1.0152,1.0856,1.1808,1.0988,1.1708,0.7472,0.74,0.72,0.8224,0.9764,1.178,1.0944,0.7936,0.926,0.7328,1.162,0.7948,0.982,1.0456,1.0168,0.9232,0.468,1.0052,0.7964,1.0744,0.884,0.8728,0.8756,0.854,0.9632,0.8656,0.7112,0.5024,0.8756,0.936,0.8524,0.8828,0.6824,1.1548,1.0096,0.72,0.926,0.6004,0.7688,0.8264,0.8624,0.884,0.694,0.7904,0.9304,0.8828,0.8856,0.7328,1.1648,1.0816,1.0456,0.8728,0.7,0.7792,0.8928,0.7616,0.6508,0.9836,0.566,0.8856,0.9848,1.1104,0.782,0.9908
0.7056,1.312,0.8008,1.0152,0.9332,0.6208,0.8408,1.2368,0.8352,1.3868,0.5284,0.7144,0.8712,0.7084,1.0052,0.7372,1.136,1.1188,0.9304,0.802,0.89,0.7804,0.7616,0.7876,0.6912,0.952,0.6596,0.7892,0.91,1.06,1.1476,0.874,1.0352,1.162,1.024,0.7804,1.1216,1.2368,1.1476,1.2284,0.9232,0.8224,0.8856,0.6912,0.8236,0.8596,0.9116,0.7516,1.424,0.8136,0.9344,1.0584,1.0208,1.07,0.838,0.8496,0.8352,1.172,1.0844,1.1232,0.8568,1.08,1.1936,1.142,1.106,1.1,0.9952,0.9676,0.8064,0.9056,0.8972,1.0844,1.198,0.8656,0.9488,0.8236,1.2284,0.8296,0.9892,1.0484,1.0352,0.9244,0.478,0.9964,0.7964,1.0656,0.8668,0.8768,0.9432,0.828,0.9936,0.8568,0.73,0.448,0.8668,0.9056,0.818,0.838,0.6912,1.1116,1.0136,0.7084,0.92,0.6164,0.776,0.8396,0.8424,0.8728,0.6956,0.7864,0.9304,0.8856,0.8984,0.7316,1.126,0.9232,0.9704,1.0916,0.854,0.7632,0.8756,0.7748,0.6552,0.9892,0.5068,0.8784,0.9736,1.0828,0.7604,0.9836
0.776,1.2976,0.8512,0.9448,0.8884,0.596,0.8208,1.1852,0.818,1.3984,0.5904,0.6856,0.8612,0.7084,0.926,0.7156,1.2296,1.172,0.9764,0.8336,0.9964,0.8424,0.8496,0.8656,0.7144,1.0052,0.7432,0.8424,1.0124,1.0064,1.1248,0.8668,1.0728,1.09,1.0816,0.7732,1.1648,1.1376,1.132,1.2184,0.8596,0.8336,0.884,0.7084,0.8324,0.8468,0.9044,0.74,1.4544,0.7848,0.8828,1.044,1.0108,1.1664,0.8224,0.8152,0.8264,1.1536,1.0208,1.0928,0.8048,1.018,1.1188,1.0352,1.0136,1.0024,0.952,0.936,0.92,0.9992,0.9808,1.1476,1.4096,1.1376,1.1608,1.0396,1.3912,0.9504,1.018,1.1348,1.0612,0.9952,0.4968,1.0136,0.838,1.0712,0.854,0.8784,1.0568,0.848,0.9288,0.848,0.7012,0.4464,0.8668,0.9188,0.8308,0.8236,0.6668,0.946,1.0064,0.7084,0.8912,0.6004,0.7848,0.8696,0.8368,0.8728,0.6624,0.828,0.9376,0.8928,0.91,0.7244,1.1332,0.9272,0.8712,0.9736,0.8108,0.874,1.0008,0.7876,0.6696,0.9116,0.5672,0.8984,0.9592,1.0872,0.7372,0.9172
0.7372,1.312,0.8352,0.992,0.9632,0.55,0.8192,1.224,0.8252,1.4488,0.5256,0.7688,0.8136,0.7056,0.9316,0.73,1.1636,1.1,0.9216,0.7504,0.9776,0.7616,0.7676,0.7748,0.6652,0.92,0.704,0.7416,0.9116,0.9692,1.0756,0.7992,1.0756,1.142,1.0568,0.74,1.178,1.0828,1.2196,1.204,0.8784,0.8324,0.8984,0.71,0.828,0.89,0.8872,0.7472,1.358,0.7416,0.8236,1.0456,1.0008,1.0744,0.8264,0.8048,0.8064,1.1276,1.0124,1.106,0.7936,1.0008,1.0844,0.9704,0.9776,0.9736,0.8656,0.8524,0.8612,0.962,0.9216,1.0872,1.2872,1.0224,1.024,0.8336,1.358,1.0036,1.1952,1.0872,1.0152,0.9576,0.5056,1.0136,0.8496,1.07,0.854,0.8756,0.9304,0.8308,0.9332,0.8596,0.7316,0.468,0.864,0.926,0.9376,0.8352,0.648,0.926,0.9952,0.7228,0.936,0.5832,0.7576,0.8296,0.8872,0.916,0.6896,0.874,0.9532,0.884,0.8956,0.7288,1.1132,0.8856,0.8912,0.9172,0.7328,0.9504,1.0368,0.792,0.6596,0.9404,0.592,0.89,0.952,1.0568,0.7388,0.8596
0.6264,1.296,0.7848,0.962,0.9488,0.54,0.8136,1.352,0.9304,1.5092,0.6352,0.7976,0.8596,0.7244,1.06,0.8192,1.26,1.1304,0.9792,0.8408,1.0108,0.828,0.8712,0.7964,0.7516,0.9764,0.7156,0.7704,0.952,1.0064,1.0728,0.9088,1.1708,1.162,1.0844,0.73,1.1792,1.09,1.224,1.2168,0.8944,0.8224,0.854,0.6956,0.7936,1.0396,0.8984,0.7848,1.6228,0.674,0.8352,0.982,0.9736,0.9952,1.0324,0.7848,0.8092,1.1332,1.0152,1.0612,0.7964,1.008,1.116,1.0108,0.982,0.9448,0.812,0.8512,0.8296,0.9316,0.9344,1.054,1.1824,0.9088,0.9476,0.8152,1.2872,0.8728,1.0268,1.1332,1.0196,0.9416,0.5184,1.0296,0.8568,1.0828,0.8584,0.8524,0.8872,0.8336,0.9476,0.8656,0.7948,0.4464,0.864,0.9188,0.9188,0.8236,0.6696,0.9432,0.9892,0.7892,0.992,0.6752,0.8164,0.8784,0.9388,1.06,0.7316,0.9548,0.9992,0.9332,0.9848,0.8008,1.1648,0.9736,0.9432,0.9592,0.766,0.874,0.9548,0.9116,0.772,1.0368,0.6496,0.936,1.0744,1.1592,0.6608,0.8624
0.6392,1.2512,0.7748,0.982,0.9604,0.5472,0.674,1.2584,0.9416,1.4228,0.5672,0.7688,0.88,0.792,1.0972,0.7372,1.2296,1.132,0.998,0.8036,1.024,0.8452,0.8496,0.8224,0.7588,0.9908,0.7948,0.8208,0.9704,0.9576,1.1304,0.9028,1.054,1.1144,1.1044,0.7172,1.1996,1.09,1.2584,1.2872,0.9848,0.8784,0.9144,0.7344,0.8884,0.9908,0.9448,0.7992,1.388,0.7028,0.8496,0.9764,0.9476,0.9808,0.7876,0.8008,0.8136,1.1764,1.0756,1.1088,0.8324,1.0196,1.1016,1.0052,1.0168,1.0136,0.8048,0.8468,0.9,0.9344,0.9332,1.034,1.1432,0.91,0.9272,0.8496,1.3032,0.8324,1.0168,1.172,1.028,0.9476,0.5788,1.1288,0.8352,1.0556,0.8712,0.8568,0.9072,0.8524,0.9272,0.8696,0.74,0.4492,0.88,0.91,0.9016,0.8152,0.71,0.9244,0.998,0.7444,0.9128,0.5976,0.7792,0.828,0.8584,1.0672,0.8584,1.0296,0.9388,0.8912,0.9016,0.72,1.1376,0.9692,0.8452,0.916,0.7156,0.7732,0.884,0.9116,0.8152,1.1908,0.566,0.8784,0.962,1.1864,0.6868,0.8668
0.6508,1.3292,0.7976,1.0168,0.9808,0.5732,0.74,1.3048,0.9172,1.4328,0.596,0.802,0.9216,0.7688,1.0584,0.7648,1.2008,1.1072,1.0584,0.8944,1.0324,0.7948,0.8008,0.8164,0.7848,0.9604,0.7748,0.8596,0.9764,1.018,1.1176,0.884,1.0412,1.2224,1.1044,0.7792,1.1576,1.0556,1.24,1.3624,1.0468,0.874,0.8972,0.7316,1.1072,0.9216,0.91,0.746,1.3796,0.6912,0.8136,0.972,0.9188,1.0816,0.7748,0.7084,0.7072,1.09,0.952,1.0208,0.766,0.9332,1.0856,1.0052,0.9676,0.9532,0.8612,0.828,1.0352,1.1132,0.9128,1.0584,1.1376,0.9232,0.9592,0.8568,1.2944,0.8784,1.0368,1.096,1.0268,0.9692,0.602,1.1348,0.916,1.188,0.9736,0.9476,1.0136,1.0744,1.0756,0.9864,0.792,0.5572,0.9864,1.0208,0.926,0.8324,0.674,0.9028,0.9864,0.808,1.0168,0.6064,0.766,0.8612,0.8568,0.9316,0.7228,0.8324,1.0744,0.9404,0.9404,0.7316,1.1432,0.9332,0.8712,0.91,0.7216,0.7792,0.8784,0.7976,0.7,0.9792,0.5356,0.8784,0.9232,1.0612,0.658,1.0064
0.7228,1.4112,0.7964,1.0036,0.956,0.566,0.648,1.2688,0.9376,1.45,0.7328,0.9964,0.9232,0.8108,1.0268,0.772,1.4112,1.2256,1.1908,0.8828,0.9764,0.766,0.88,0.8224,0.8048,0.9476,0.838,0.8324,1.0064,0.9792,1.162,0.8424,1.0224,1.172,1.1072,0.7936,1.1216,1.0784,1.172,1.2296,0.9244,0.8036,0.8756,0.6652,0.8872,0.8612,0.8884,0.7576,1.44,0.6912,0.8008,0.9532,0.8884,1.0872,0.7228,0.8524,0.91,1.188,0.884,0.9908,0.6884,0.8684,1.0096,0.8728,0.8512,0.8584,0.7948,0.8264,0.92,1.0928,0.9332,1.0456,1.0756,0.9188,0.92,0.854,1.286,0.8568,1.0528,1.0844,1.0096,0.9344,0.6192,1.2008,0.9488,1.244,1.0512,0.9964,1.0528,1.0168,1.1204,1.0384,0.9272,0.6308,1.0512,1.0756,0.982,0.8208,0.694,0.9216,0.998,0.8224,1.0008,0.7084,0.8684,1.034,0.9592,1.0468,0.7704,0.8408,1.126,1.1664,1.168,0.844,1.2112,0.9272,0.8712,0.926,0.7072,0.7876,0.8552,0.782,0.668,1.0024,0.5704,0.8496,0.9056,1.1132,0.7576,0.9448
0.684,1.3952,0.6956,1.0296,0.8912,0.5688,0.6968,1.24,0.9216,1.4456,0.6292,0.884,0.9648,0.9964,1.0556,0.7112,1.3192,1.312,1.168,0.9044,0.9632,0.7776,0.8912,0.818,0.7948,0.9532,0.802,0.844,1.0412,0.9792,1.2008,0.8612,0.9704,1.1692,1.0756,0.7832,1.1144,1.0712,1.1576,1.2384,0.92,0.8584,0.8696,0.6752,0.8192,0.8684,0.884,0.7864,1.424,0.7316,0.8252,0.916,0.946,0.982,0.9,0.6884,0.72,1.0916,0.92,0.972,0.6812,0.8524,0.9676,0.8928,0.8624,0.8596,0.6928,0.7328,0.812,0.8568,0.8756,0.946,1.0008,0.838,0.8008,0.7964,1.204,0.7472,0.9288,0.9808,0.952,0.8596,0.6032,1.1188,0.8828,1.178,0.9676,0.9648,1.0208,0.946,1.06,0.9548,0.8424,0.5804,1.0124,1.034,0.9676,0.8192,0.6896,0.926,0.9908,0.8008,0.998,0.6928,0.8784,1.064,0.9332,1.0468,0.8092,0.8524,1.0468,0.9848,0.9848,0.818,1.1924,1.0252,0.9736,0.9964,0.8208,0.8164,0.8696,0.7804,0.6712,0.9664,0.5888,0.8336,0.9072,1.0528,0.6596,0.844
