0.9376,1.4992,1.2268,1.0064,0.992,0.8368,1.45,1.4788,1.1852,1.2428,0.998,0.8224,0.8408,0.9188,0.8884,0.7648,0.7776,0.776,0.7936,0.8568,1.0856,0.8368,1.0136,1.0124,0.9476,1.1072,1.0512,1.1648,1.1492,0.8828,1.1548,1.0168,0.9576,1.2184,1.0928,0.5544,0.6768,0.6768,1.4056,1.0756,0.7848,1.0556,0.812,0.72,1.0528,1.0096,0.9964,0.4796,0.9332,1.034,1.0384,0.9044,0.6956,1.1104,0.9848,0.9848,0.658,0.7256,0.8468,0.5068
0.9288,1.4284,1.1996,0.8956,0.9172,0.766,1.4068,1.4012,1.1564,1.2256,0.7416,0.7416,0.818,0.8944,0.8552,0.6624,0.782,0.7616,0.7616,0.9316,1.1764,0.8352,0.9,0.8856,0.854,0.9676,1.0136,1.204,1.0424,0.8048,1.0612,0.9576,0.8584,1.1852,1.0456,0.442,0.7156,0.7488,1.3448,1.0916,0.7576,1.09,0.7892,0.7676,1.0484,1.044,1.0152,0.4868,0.982,1.0772,1.0756,1.0008,0.7328,1.08,1.044,1.0512,0.6508,0.7,0.8152,0.4624
0.8468,1.4616,1.2152,0.8452,0.8524,0.7488,1.3552,1.3952,1.1276,1.2428,0.782,0.8192,0.8136,0.8696,0.844,0.6752,0.7184,0.7216,0.7632,0.7776,0.9908,1.044,0.9604,0.9632,0.9432,0.9376,1.0008,1.24,1.064,0.8008,1.0784,0.982,0.8192,1.234,1.0312,0.488,0.746,0.7112,1.3968,1.0784,0.8252,1.0556,0.8696,0.7632,1.07,0.9892,0.92,0.4924,0.9648,1.126,1.1576,0.9216,0.6668,1.0928,0.9892,1.0052,0.5876,0.7156,0.8008,0.5096
0.8696,1.424,1.1836,0.874,0.8944,0.7388,1.3952,1.4256,1.116,1.208,0.844,0.7432,0.8208,0.8912,0.864,0.7,0.694,0.6956,0.8048,0.802,0.9416,0.8296,1.0152,1.0152,0.9964,0.9316,0.988,1.1188,1.0556,0.8308,1.106,0.988,0.8352,1.1448,1.0152,0.4564,0.6868,0.746,1.342,1.0496,0.7992,1.044,0.8512,0.7832,1.1,1.0324,0.9736,0.55,0.9416,1.1952,1.1176,0.8912,0.664,1.028,0.952,0.9664,0.5284,0.6568,0.8696,0.4624
0.8828,1.4168,1.1464,0.9044,0.9144,0.7288,1.414,1.4012,1.1188,1.1952,0.7936,0.7936,0.8308,0.8296,0.8984,0.6824,0.6968,0.6884,0.7112,0.756,0.9648,0.8252,0.8768,0.952,0.8872,0.9604,0.9592,1.0916,1.0584,0.8408,1.044,1.018,0.8928,1.1476,1.024,0.4492,0.6568,0.694,1.3552,1.0672,0.7832,1.0036,0.8164,0.7892,1.0224,1.0888,0.9416,0.4592,0.9344,1.06,1.116,0.9028,0.6784,1.024,0.972,0.9416,0.5112,0.6796,0.7892,0.4448
0.9304,1.4488,1.234,1.0584,0.946,0.874,1.5148,1.4788,1.178,1.2356,0.8872,0.864,0.9964,1.168,0.9604,0.6884,0.6452,0.7156,0.7588,0.7432,0.9432,0.8048,0.9188,0.982,0.9172,1.0036,0.926,1.1176,1.0424,0.8624,0.9892,1.0296,0.8812,1.1232,1.0384,0.4436,0.6812,0.684,1.3724,1.044,0.7676,1.06,0.8208,0.7244,1.0168,1.028,0.9936,0.4736,0.9216,1.0528,1.1116,0.9808,0.7976,1.0324,1.0368,0.9604,0.5328,0.664,0.782,0.4088
0.926,1.5164,1.2844,1.064,0.9692,0.8668,1.4832,1.42,1.2572,1.2932,0.8756,0.8956,0.8928,1.0568,1.0412,0.7604,0.7372,0.8828,0.808,0.7344,0.9704,0.812,0.9836,0.9432,0.8956,1.3392,1.0024,1.1232,1.0872,0.818,1.0584,1.028,0.92,1.1752,1.1104,0.458,0.6784,0.6884,1.368,1.0208,0.7532,1.054,0.782,0.74,1.0108,1.0352,0.9676,0.5544,1.0152,1.0672,1.0656,0.9232,0.8036,1.0916,0.9592,1.0312,0.4808,0.6536,0.7748,0.5068
0.92,1.5064,1.3392,0.992,0.926,0.844,1.4184,1.3868,1.2256,1.2816,0.9128,0.916,0.9416,1.0512,1.1188,0.8108,0.7864,0.8236,0.8352,0.8208,1.0456,0.92,1.2112,1.0252,0.956,1.2052,0.9964,1.1852,1.2456,0.9188,1.09,1.064,0.9216,1.2256,1.096,0.4448,0.7544,0.7704,1.358,1.0412,0.7688,0.9604,0.8152,0.7704,1.018,1.0656,0.9632,0.5372,0.9604,1.0456,1.1404,0.9,0.7316,1.0496,0.9448,0.9448,0.5644,0.7156,0.7688,0.468
0.962,1.4876,1.3264,0.9792,0.926,0.8264,1.4128,1.3868,1.162,1.224,0.9272,0.9128,0.884,0.988,0.9964,0.9692,0.7576,0.7992,0.8784,0.8828,1.0268,0.9088,1.26,0.988,0.9432,1.198,1.0744,1.2312,1.3076,1.0872,1.4068,1.244,0.9344,1.2312,1.0052,0.4508,0.7172,0.694,1.394,1.0396,0.7472,0.9504,0.828,0.756,1.1088,0.9952,1.0096,0.5832,0.9532,1.0384,1.07,0.9144,0.6956,1.0424,0.9404,0.8624,0.5024,0.6712,0.7632,0.452
0.9692,1.4416,1.1968,0.9316,0.8152,0.7748,1.384,1.2916,1.096,1.1176,0.8036,0.8596,0.7992,0.9316,0.9232,0.884,0.844,0.756,0.7792,0.8828,1.0456,0.9088,1.2772,1.0036,0.9404,1.2112,1.2024,1.198,1.1564,0.9288,1.1968,1.208,0.9692,1.2584,1.0368,0.6452,0.7976,0.7848,1.4456,1.1404,0.8512,0.9704,0.7832,0.7372,1.1072,1.0784,0.9504,0.5516,0.946,1.116,1.08,0.8912,0.7112,1.0496,0.982,0.9016,0.484,0.6464,0.8308,0.4304
0.9592,1.44,1.188,0.9376,0.8956,0.848,1.4024,1.3492,1.0756,1.152,0.8368,0.8236,0.7948,0.9072,0.9488,0.8036,0.8208,0.7444,0.736,0.8164,1.0456,0.916,1.244,1.0844,0.9848,1.188,1.018,1.2572,1.1104,0.8496,1.0296,1.06,0.962,1.1392,1.1392,0.5776,0.8336,0.8296,1.496,1.064,0.7328,1.0484,0.802,0.7488,1.1116,1.1348,0.9388,0.4912,0.9592,1.1016,1.0916,0.9964,0.7544,1.044,0.9576,1.0124,0.4708,0.664,0.7532,0.4376
1.1736,1.4588,1.2472,0.8944,0.8728,0.838,1.4096,1.3808,1.1144,1.2644,0.828,0.8164,0.7876,0.8928,0.8768,0.7804,0.7444,0.7864,0.7288,0.7604,0.9592,0.8352,1.224,0.9488,0.9576,1.1304,0.9764,1.2688,1.08,0.8552,1.0744,1.0168,0.9232,1.152,1.1492,0.6424,0.8296,0.8324,1.4948,1.0584,0.8468,1.064,0.8568,0.7588,1.168,1.1104,0.9332,0.5716,1.1088,1.034,1.1016,0.9388,0.6552,1.07,0.9776,0.9764,0.5588,0.6696,0.7876,0.5212
0.9776,1.6892,1.4644,1.1504,0.8296,0.7904,1.388,1.3824,1.1764,1.2932,0.8872,0.8972,0.9028,0.9908,0.926,0.8368,0.8048,0.828,0.7416,0.7084,1.0496,0.8972,1.1952,0.9476,0.8668,1.208,0.9736,1.25,1.1276,0.89,1.0628,0.9676,0.956,1.1276,1.1432,0.6136,0.9116,0.9232,1.4156,1.1,0.9792,1.0424,0.9332,0.776,1.2356,1.06,0.9416,0.6264,1.0424,1.0512,1.1648,0.9736,0.7156,1.0196,0.9964,1.0312,0.5776,0.7544,0.8336,0.5228
1.0684,1.604,1.3148,1.028,1.0152,0.8164,1.4816,1.4472,1.1464,1.312,0.9432,1.204,1.0064,1.0628,0.9332,0.8872,0.8568,0.7704,0.8324,0.8784,1.0828,0.9488,1.2284,1.0656,0.9548,1.178,1.1592,1.3132,1.2008,0.8656,1.1836,1.07,0.9764,1.2544,1.1476,0.5672,0.8728,0.9304,1.4948,1.1764,1.0628,1.1332,1.1176,0.8136,1.3552,1.3492,1.1016,0.7904,1.24,1.2888,1.5308,1.1736,0.9836,1.1764,1.0628,1.1924,0.6048,0.8552,0.9504,0.792
1.3564,1.676,1.4312,1.1664,1.3768,1.096,1.6704,1.6776,1.45,1.7452,1.178,1.4472,1.3192,1.4168,1.3536,1.0324,1.168,1.1996,1.2152,1.3088,1.3796,1.1648,1.5076,1.3736,1.2728,1.3664,1.2212,1.3852,1.538,1.1864,1.5236,1.342,1.2256,1.4384,1.1648,0.566,1.0096,0.9632,1.636,1.3408,1.0196,1.306,1.1392,1.1636,1.5076,1.62,1.378,1.178,1.7452,1.7324,1.8476,1.486,1.3564,1.5148,1.2528,1.4096,1.1044,1.3376,1.3232,1.26
1.574,2.0504,1.6144,1.4904,1.5136,1.6576,2.0216,1.9672,1.7972,2.0276,1.4012,1.5596,1.5496,1.6588,1.7552,1.316,1.5336,1.3768,1.4312,1.538,1.7524,1.5712,1.9568,1.6732,1.522,1.6676,1.3952,1.6072,1.6288,1.388,1.6732,1.394,1.3192,1.5464,1.1836,0.5588,1.188,1.1392,1.7872,1.4788,1.4688,1.5236,1.2512,1.2788,1.6472,1.7308,1.4992,1.348,1.9008,1.836,1.8992,1.6112,1.5104,1.6688,1.456,1.64,1.3608,1.6704,1.384,1.538
1.7568,2.4164,1.9456,1.8488,1.8044,2.0592,2.4884,2.098,2.104,2.3272,2.1212,1.8216,1.692,1.8632,1.8664,1.5092,1.8764,1.7468,1.6892,1.836,1.9296,1.8664,2.4552,1.9628,2.0044,1.744,1.5768,1.8448,1.8288,1.4848,1.8028,1.5436,1.5552,1.7452,1.2112,0.5156,1.3652,1.2328,1.564,1.6388,1.636,1.764,1.6632,1.4788,1.816,1.784,1.6892,1.672,1.9684,2.0132,2.0648,1.6432,1.8316,2.1224,1.4904,1.8848,1.528,2.0072,1.6244,1.682
1.8144,2.8888,2.3384,2.268,2.2984,2.4928,2.8684,2.5144,2.6336,2.6064,2.3024,2.0072,1.9772,2.252,2.2232,1.7396,2.3688,2.0592,2.1456,2.1788,2.2004,2.15,2.7116,2.3888,2.3616,1.9756,1.78,1.8952,1.8792,1.81,2.0248,1.7296,1.7856,2.1544,1.3968,0.5212,1.3984,1.3968,1.3336,1.79,1.6416,1.7224,1.6992,1.4444,1.8692,1.8172,1.8476,1.744,2.0032,1.9612,2.3644,1.692,1.99,2.278,1.5536,1.888,1.4672,2.0968,1.5956,1.7684
1.8836,2.978,2.602,2.4928,2.2952,2.582,2.9448,2.3888,2.8628,2.7016,2.2464,2.0996,2.0232,2.2896,2.3256,1.8316,2.5648,2.1656,2.248,2.2016,2.2664,2.3876,2.7044,2.494,2.4596,2.042,1.8592,1.9268,1.8332,1.79,2.1368,1.7684,1.99,2.2608,1.6416,0.694,1.4428,1.4428,1.6688,1.964,1.748,1.7512,1.6328,1.388,2.0332,1.9944,1.964,1.8388,2.1096,2.1256,2.2696,1.7352,2.0836,2.4496,1.584,2.0896,1.6416,2.1168,1.5652,1.928
1.9036,2.8568,2.5444,2.1512,2.3848,2.9764,2.9824,2.6308,2.9072,2.7304,2.2608,2.222,2.1296,2.4092,2.4336,1.9612,2.3876,2.1384,2.6972,2.222,2.1832,2.2564,2.7576,2.4364,2.4552,1.8476,1.8532,1.8592,1.9944,1.7812,2.0648,1.872,2.1904,2.1728,1.538,0.5588,1.332,1.3824,1.6792,2.0104,1.7856,1.924,1.6156,1.682,2.1584,2.278,1.8288,1.79,2.1616,2.072,2.3428,1.9412,2.2448,2.4712,1.5696,2.108,1.6488,2.3632,1.7336,2.3456
2.2624,2.9392,2.8208,2.0708,2.7604,3.3248,3.1204,2.7232,2.9896,2.736,2.3776,2.4236,2.078,2.5416,2.3472,2.0104,2.5504,2.1584,2.6912,2.2984,2.4464,2.4004,2.8556,2.536,2.5272,1.9772,2.0348,2.0348,2.0464,1.8,2.0548,1.9916,2.2204,2.1284,1.5896,0.5832,1.3264,1.322,1.8244,1.9136,2.0576,1.8088,1.6936,1.8116,2.104,2.1788,2.1112,1.81,2.2104,2.098,2.3428,2.206,2.3068,2.6064,1.7552,2.2824,1.8548,2.34,1.784,2.35
2.284,2.7952,2.8424,2.0852,2.7304,3.4948,2.9752,2.824,3.0932,2.7476,2.3456,2.3344,2.0592,2.504,2.3776,2.0708,2.5416,2.062,2.7404,2.3788,2.6856,2.5416,2.7892,2.5776,2.6164,2.0664,1.9772,2,2.0016,1.8792,2.026,1.9456,2.294,2.4956,1.8808,0.596,1.3492,1.342,1.9828,2.1256,2.032,1.8808,1.9008,2.0104,2.216,2.3672,2.2752,1.98,2.3428,2.016,2.3932,2.2552,2.4452,2.4968,1.6904,2.4596,1.996,2.3012,1.924,2.0708
2.2592,2.8988,2.752,2.032,2.602,3.5264,3.0988,2.674,2.9088,2.8124,2.5704,2.3528,1.8748,2.4912,2.284,2.0116,2.5892,2.0104,2.612,2.2508,2.7448,2.6944,2.8988,2.808,2.7088,2.0764,1.9424,2.026,1.9512,1.8476,2.0304,2.0664,2.288,2.5184,2.0348,0.5888,1.3004,1.2944,2.0448,2.0464,2.108,1.8072,1.9324,1.9396,2.2896,2.3312,2.3992,1.8432,2.4928,2.1456,2.304,2.1024,2.494,2.5444,1.7624,2.3472,1.928,2.3732,1.9856,1.9324
2.4392,3.0296,2.6584,1.9828,2.8728,3.6648,3.2416,2.5688,2.968,2.8628,2.88,2.3632,1.7108,2.3544,2.2204,1.99,2.5532,2.1788,2.6152,2.5112,2.782,2.8756,2.9548,2.972,2.7908,2.0924,2.0032,1.9944,2.0216,1.9324,2.1212,2.0736,2.4508,2.5328,2.0896,0.6136,1.3364,1.3232,2.0144,2.0232,2.108,1.892,2.0116,1.9152,2.35,2.3084,2.2408,2.0476,2.5992,2.0016,2.3156,1.9744,2.5012,2.4496,1.9096,2.3992,1.9124,2.186,1.9528,1.9096
2.468,2.9216,2.8772,1.9268,3.0644,3.7424,3.4544,2.3156,2.8816,2.854,2.932,2.3272,1.5596,2.252,2.2248,1.996,2.6812,2.16,2.5112,2.4496,2.7388,2.7144,2.9504,2.7044,2.6136,1.97,2.1112,1.9856,2.1196,2.206,2.2348,2.4104,2.4192,2.546,1.9484,0.5816,1.4516,1.3508,2.5388,2.0808,2.15,1.9756,1.9324,1.908,2.3084,2.3416,2.3688,2.1456,2.6264,2.1052,2.2204,2.0132,2.5012,2.7388,2.0504,2.3416,1.9684,2.0432,1.8432,1.826
2.5,2.9032,2.9044,1.8548,2.9792,3.718,3.4864,2.4104,2.9404,2.9492,2.7088,2.2924,1.5956,2.3168,2.2868,1.7784,2.654,2.212,2.3716,2.4192,2.6712,2.448,2.8712,2.6368,2.5588,1.9208,2.1328,1.9672,2.1772,2.078,2.314,2.33,2.3632,2.6048,1.97,0.7488,1.3304,1.2572,2.6524,2.0692,2.124,1.872,1.9484,1.8448,2.3672,2.098,2.3384,2.124,2.6828,2.0564,2.4148,1.9972,2.468,2.716,2.18,2.1312,2.144,2.026,1.8072,2.032
2.726,2.8528,3.0772,1.826,3.0456,3.6232,3.2804,2.4308,2.8556,2.86,2.638,2.216,1.4024,2.3688,2.2292,1.754,2.6108,2.1224,2.3228,2.2592,2.3012,2.3644,2.8756,2.6408,2.3788,2.0708,2.0968,1.9424,2.062,2.216,2.2724,2.1484,2.2796,2.5532,1.9324,0.7056,1.4992,1.4416,2.9288,1.9168,2.0116,1.8128,1.9612,1.7828,2.2912,2.1584,2.1728,2.144,2.5272,2.1672,2.4536,1.8592,2.3644,2.602,1.9728,2.0432,2.0836,1.9972,1.7092,2.1256
2.6264,2.7808,2.9576,1.8748,2.8096,3.796,3.4228,2.3976,2.6612,2.8412,2.6308,2.3228,1.502,2.3444,2.1932,1.7192,2.5144,2.0232,2.18,2.1872,2.3128,2.2852,2.8784,2.644,2.3572,1.9152,2.2752,1.9208,1.9124,2.1816,2.212,1.9888,2.458,2.458,2,0.5588,1.3608,1.4272,2.792,1.852,1.826,1.6904,1.8736,1.9152,2.0188,2.0032,2.1312,2.2176,2.4136,1.996,2.3444,1.8576,2.3744,2.4536,1.9312,1.862,1.97,1.78,1.61,1.9424
