5.533256,4.697252,6.485504
5.358893,4.592147,6.366608
5.169341,4.433654,6.024986
5.122069,4.40301,5.935203
4.942919,4.266207,5.612731
4.789967,4.147885,5.43408
4.648424,4.046202,5.429204
4.582392,4.019338,5.266345
4.64235,4.079683,5.230301
4.54077,3.906732,5.240807
4.444044,3.855733,5.07897
4.439831,3.86998,5.170506
4.629719,4.064609,5.327398
4.686817,4.064155,5.387996
4.770067,4.183584,5.456616
4.521265,3.926847,5.237646
4.714242,4.111442,5.41775
4.774875,4.144027,5.544055
5.035366,4.425036,5.778706
5.295147,4.706792,6.033309
5.580198,4.941862,6.361264
5.657736,5.021276,6.320627
5.636889,5.010379,6.248773
5.474603,4.815218,6.078338
5.569404,4.961642,6.183528
5.624639,5.001585,6.235894
5.602222,4.826352,6.287908
5.57882,4.779819,6.313364
5.593988,4.906546,6.272566
5.309661,4.580133,5.957058
5.179026,4.4534,5.799685
5.019737,4.359273,5.648383
4.693072,4.106176,5.270233
4.396503,3.909636,5.066134
4.375026,3.895307,4.937996
4.24981,3.739257,4.770373
3.716471,3.145942,4.553716
2.745104,2.194881,3.401487
2.362715,1.684539,3.194422
2.375496,1.61858,3.208886
2.027758,1.411836,2.937944
1.729369,1.117599,2.849624
1.630314,1.013117,2.761959
1.558505,0.828448,3.08527
1.603756,0.869577,3.363397
1.329008,0.648493,3.493707
1.788068,0.856978,3.832794
1.084783,0.517166,2.156088
1.075791,0.4768,2.327318
1.233382,0.523398,2.769787
1.773526,0.776254,3.793877
1.93969,0.869585,4.356384
1.873293,0.869941,3.970677
1.171897,0.49708,2.760539
2.277663,1.075584,4.59516
1.882041,0.90109,4.047465
1.577943,0.714674,3.506445
1.408565,0.614627,3.366724
1.286867,0.582478,2.937973
1.323022,0.611492,2.767223
0.929335,0.478264,1.820333
0.955691,0.500206,1.713734
1.036294,0.551119,2.070847
0.948152,0.484934,2.272975
0.815844,0.420827,1.725279
1.039401,0.649776,2.008246
1.154608,0.791575,1.898638
1.340223,0.982374,2.091717
2.037605,1.588198,2.728799
2.424499,1.989675,2.93257
2.661093,2.246842,3.109434
2.59587,2.202069,3.064293
2.802085,2.385493,3.339676
2.95691,2.483837,3.418623
3.241423,2.776527,3.799222
3.359077,2.907067,3.865296
3.571854,3.142311,4.048123
3.607499,3.19663,4.019956
3.471448,3.016817,3.968878
3.345388,2.967292,3.709641
3.421359,2.997396,3.827736
3.480987,2.996259,3.953748
3.5328,3.078711,4.04135
3.474906,3.038467,3.869621
3.604701,3.098537,4.040974
3.769163,3.227971,4.316992
4.003098,3.516563,4.636382
3.897896,3.419618,4.484184
4.309765,3.774352,4.896829
4.479364,3.957426,5.051609
4.604695,4.033203,5.235858
4.793241,4.122933,5.49287
5.161701,4.444942,5.873396
5.138222,4.418112,5.923654
4.878865,4.206294,5.636562
4.658595,4.024821,5.389077
