50,50
45.728,53.383
41.457,56.766
37.185,60.149
32.913,63.531
32.651,66.17
32.389,68.808
32.127,71.446
31.864,74.084
32.958,79.473
34.051,84.861
35.144,90.249
36.238,95.638
39.257,93.691
42.276,91.744
45.295,89.797
48.314,87.85
55.429,84.811
62.545,81.771
69.66,78.732
76.775,75.692
70.871,72.96
64.968,70.228
59.064,67.496
53.16,64.764
59.172,67.927
65.183,71.091
71.195,74.254
77.206,77.418
82.049,81.489
86.892,85.559
91.735,89.63
96.578,93.701
91.479,94.09
86.38,94.48
81.281,94.869
76.183,95.258
80.325,89.414
84.466,83.569
88.608,77.725
92.75,71.881
84.736,71.829
76.722,71.777
68.708,71.725
60.694,71.672
62.904,63.056
65.114,54.44
67.324,45.824
69.533,37.207
61.313,38.735
53.093,40.263
44.873,41.79
36.653,43.318
37.154,40.98
37.654,38.642
38.155,36.304
38.655,33.965
32.266,34.304
25.878,34.643
19.489,34.981
13.1,35.32
15.37,30.769
17.641,26.219
19.911,21.669
22.182,17.118
18.93,15.81
15.678,14.502
12.427,13.194
9.175,11.886
7.5992,9.5919
6.0235,7.2976
4.4477,5.0034
2.872,2.7091
2.212,2.0323
1.552,1.3555
0.892,0.67863
0.232,0.0017934
1.4635,4.7979
2.6949,9.5941
3.9264,14.39
5.1578,19.186
5.7608,26.562
6.3638,33.938
6.9668,41.313
7.5698,48.689
6.2917,52.316
5.0136,55.943
3.7355,59.571
2.4575,63.198
10.115,60.47
17.773,57.742
25.432,55.014
33.09,52.287
37.509,51.22
41.929,50.153
46.348,49.086
50.768,48.019
