BuildingIndex,Year,Month,Day,Resulting peak[MW],Peak reduction[MW],ESS Total charged Energy[MWh],ESS Total Discharged Energy [MWh],TOU cost savings,Peak cost savings,Total cost,
1,2017,4,1,5.519212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
