50,50
49.412,60.55
48.825,71.101
48.237,81.651
47.65,92.201
50.633,90.823
53.616,89.445
56.599,88.066
59.582,86.688
59.499,86.099
59.415,85.51
59.331,84.92
59.247,84.331
61.418,85.282
63.589,86.233
65.76,87.184
67.931,88.135
66.432,87.45
64.934,86.765
63.436,86.08
61.937,85.395
62.316,85.209
62.695,85.023
63.074,84.837
63.453,84.651
63.859,83.174
64.265,81.698
64.671,80.222
65.077,78.745
69.236,83.133
73.396,87.521
77.555,91.909
81.715,96.298
83.863,95.976
86.012,95.654
88.16,95.333
90.309,95.011
90.192,93.673
90.074,92.335
89.957,90.996
89.84,89.658
87.159,87.369
84.478,85.079
81.797,82.789
79.117,80.5
75.854,77.691
72.592,74.882
69.329,72.073
66.066,69.264
64.741,68.056
63.415,66.848
62.089,65.64
60.763,64.432
50.211,65.566
39.66,66.7
29.108,67.835
18.556,68.969
18.198,63.565
17.84,58.162
17.483,52.759
17.125,47.356
15.866,43.878
14.607,40.401
13.348,36.924
12.09,33.447
9.1617,27.573
6.2337,21.699
3.3056,15.825
0.3776,9.9511
2.6473,7.4668
4.917,4.9825
7.1867,2.4983
9.4564,0.013989
14.663,0.60098
19.87,1.188
25.077,1.775
30.284,2.362
33.416,7.5332
36.547,12.705
39.679,17.876
42.81,23.047
44.635,23.327
46.459,23.608
48.283,23.888
50.107,24.168
48.596,25.579
47.085,26.991
45.574,28.402
44.063,29.813
44.659,32.384
45.254,34.954
45.85,37.525
46.445,40.096
48.185,42.197
49.925,44.298
51.665,46.399
53.406,48.5
