-0.035251,0.84403
-0.035251,0.84403
-0.035251,0.84403
-0.035251,0.84403
0.17899,-0.11027
0.17899,-0.11027
0.17899,-0.11027
0.17899,-0.11027
-0.00503,-0.047134
-0.00503,-0.047134
-0.00503,-0.047134
-0.00503,-0.047134
0.13026,0.076084
0.13026,0.076084
0.13026,0.076084
0.13026,0.076084
-0.089901,-0.054806
-0.089901,-0.054806
-0.089901,-0.054806
-0.089901,-0.054806
0.022733,-0.014888
0.022733,-0.014888
0.022733,-0.014888
0.022733,-0.014888
0.024358,-0.11811
0.024358,-0.11811
0.024358,-0.11811
0.024358,-0.11811
0.24957,0.35104
0.24957,0.35104
0.24957,0.35104
0.24957,0.35104
0.12891,-0.025724
0.12891,-0.025724
0.12891,-0.025724
0.12891,-0.025724
-0.0070348,-0.10706
-0.0070348,-0.10706
-0.0070348,-0.10706
-0.0070348,-0.10706
-0.16085,-0.18317
-0.16085,-0.18317
-0.16085,-0.18317
-0.16085,-0.18317
-0.19575,-0.22471
-0.19575,-0.22471
-0.19575,-0.22471
-0.19575,-0.22471
-0.079547,-0.096639
-0.079547,-0.096639
-0.079547,-0.096639
-0.079547,-0.096639
-0.63311,0.090731
-0.63311,0.090731
-0.63311,0.090731
-0.63311,0.090731
-0.021471,-0.43226
-0.021471,-0.43226
-0.021471,-0.43226
-0.021471,-0.43226
-0.075525,-0.27818
-0.075525,-0.27818
-0.075525,-0.27818
-0.075525,-0.27818
-0.17568,-0.46991
-0.17568,-0.46991
-0.17568,-0.46991
-0.17568,-0.46991
0.13618,-0.19874
0.13618,-0.19874
0.13618,-0.19874
0.13618,-0.19874
0.31242,0.04696
0.31242,0.04696
0.31242,0.04696
0.31242,0.04696
0.18789,0.4137
0.18789,0.4137
0.18789,0.4137
0.18789,0.4137
0.10946,0.022424
0.10946,0.022424
0.10946,0.022424
0.10946,0.022424
-0.090663,0.11289
-0.090663,0.11289
-0.090663,0.11289
-0.090663,0.11289
0.035729,0.20566
0.035729,0.20566
0.035729,0.20566
0.035729,0.20566
0.1044,0.16807
0.1044,0.16807
0.1044,0.16807
0.1044,0.16807
